                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0510:  Access Summary Report


Aircraft1-To-Sat0510
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 05:06:18.506    2 Nov 2013 05:20:10.635           832.130
                       2    2 Nov 2013 12:45:02.786    2 Nov 2013 13:03:40.687          1117.901
                       3    2 Nov 2013 14:33:51.461    2 Nov 2013 14:49:59.335           967.874
                       4    2 Nov 2013 22:36:01.402    2 Nov 2013 22:46:53.734           652.332
                       5    3 Nov 2013 00:17:52.476    3 Nov 2013 00:36:54.626          1142.150

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 22:36:01.402    2 Nov 2013 22:46:53.734           652.332
Max Duration           5    3 Nov 2013 00:17:52.476    3 Nov 2013 00:36:54.626          1142.150
Mean Duration                                                                            942.477
Total Duration                                                                          4712.387
