                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0701:  Access Summary Report


Aircraft1-To-Sat0701
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:27:47.893    2 Nov 2013 04:45:39.427          1071.535
                       2    2 Nov 2013 06:14:30.222    2 Nov 2013 06:31:45.401          1035.179
                       3    2 Nov 2013 13:57:51.421    2 Nov 2013 14:13:24.407           932.985
                       4    2 Nov 2013 15:44:13.434    2 Nov 2013 16:03:02.698          1129.264
                       5    3 Nov 2013 01:28:26.458    3 Nov 2013 01:47:07.141          1120.683
                       6    3 Nov 2013 03:16:33.510    3 Nov 2013 03:30:35.226           841.716

Global Statistics
-----------------
Min Duration           6    3 Nov 2013 03:16:33.510    3 Nov 2013 03:30:35.226           841.716
Max Duration           4    2 Nov 2013 15:44:13.434    2 Nov 2013 16:03:02.698          1129.264
Mean Duration                                                                           1021.894
Total Duration                                                                          6131.362
