                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0301:  Access Summary Report


Aircraft1-To-Sat0301
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 10:39:58.597    2 Nov 2013 10:57:48.370          1069.772
                       2    2 Nov 2013 12:27:50.962    2 Nov 2013 12:45:25.030          1054.068
                       3    2 Nov 2013 20:36:16.744    2 Nov 2013 20:40:16.202           239.459
                       4    2 Nov 2013 22:14:29.230    2 Nov 2013 22:33:34.407          1145.178
                       5    3 Nov 2013 00:05:06.966    3 Nov 2013 00:14:40.693           573.727

Global Statistics
-----------------
Min Duration           3    2 Nov 2013 20:36:16.744    2 Nov 2013 20:40:16.202           239.459
Max Duration           4    2 Nov 2013 22:14:29.230    2 Nov 2013 22:33:34.407          1145.178
Mean Duration                                                                            816.441
Total Duration                                                                          4082.204
