                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0209:  Access Summary Report


Aircraft1-To-Sat0209
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 09:33:07.656    2 Nov 2013 09:50:04.518          1016.862
                       2    2 Nov 2013 11:20:21.533    2 Nov 2013 11:38:43.068          1101.535
                       3    2 Nov 2013 21:08:30.074    2 Nov 2013 21:27:22.754          1132.679
                       4    2 Nov 2013 22:57:32.005    2 Nov 2013 23:10:12.661           760.656

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 22:57:32.005    2 Nov 2013 23:10:12.661           760.656
Max Duration           3    2 Nov 2013 21:08:30.074    2 Nov 2013 21:27:22.754          1132.679
Mean Duration                                                                           1002.933
Total Duration                                                                          4011.732
