                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0102:  Access Summary Report


Aircraft1-To-Sat0102
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 08:52:30.007    2 Nov 2013 09:10:31.255          1081.248
                       2    2 Nov 2013 10:40:28.957    2 Nov 2013 10:57:56.758          1047.801
                       3    2 Nov 2013 18:50:06.537    2 Nov 2013 18:55:18.314           311.777
                       4    2 Nov 2013 20:28:46.843    2 Nov 2013 20:47:52.487          1145.644
                       5    2 Nov 2013 22:19:42.816    2 Nov 2013 22:28:54.350           551.534

Global Statistics
-----------------
Min Duration           3    2 Nov 2013 18:50:06.537    2 Nov 2013 18:55:18.314           311.777
Max Duration           4    2 Nov 2013 20:28:46.843    2 Nov 2013 20:47:52.487          1145.644
Mean Duration                                                                            827.601
Total Duration                                                                          4138.005
