                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0305:  Access Summary Report


Aircraft1-To-Sat0305
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 10:05:26.154    2 Nov 2013 10:19:40.746           854.592
                       2    2 Nov 2013 11:51:16.201    2 Nov 2013 12:10:29.673          1153.473
                       3    2 Nov 2013 21:39:45.650    2 Nov 2013 21:57:41.953          1076.303
                       4    2 Nov 2013 23:26:38.103    2 Nov 2013 23:42:38.685           960.582

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 10:05:26.154    2 Nov 2013 10:19:40.746           854.592
Max Duration           2    2 Nov 2013 11:51:16.201    2 Nov 2013 12:10:29.673          1153.473
Mean Duration                                                                           1011.237
Total Duration                                                                          4044.949
