                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0403:  Access Summary Report


Aircraft1-To-Sat0403
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:27:53.438    2 Nov 2013 04:39:53.516           720.077
                       2    2 Nov 2013 12:04:35.757    2 Nov 2013 12:23:45.313          1149.556
                       3    2 Nov 2013 13:54:23.695    2 Nov 2013 14:08:41.425           857.730
                       4    2 Nov 2013 21:55:00.760    2 Nov 2013 22:08:44.525           823.765
                       5    2 Nov 2013 23:38:25.327    2 Nov 2013 23:57:08.033          1122.706

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 04:27:53.438    2 Nov 2013 04:39:53.516           720.077
Max Duration           2    2 Nov 2013 12:04:35.757    2 Nov 2013 12:23:45.313          1149.556
Mean Duration                                                                            934.767
Total Duration                                                                          4673.834
