                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0508:  Access Summary Report


Aircraft1-To-Sat0508
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 05:26:08.939    2 Nov 2013 05:36:36.128           627.190
                       2    2 Nov 2013 13:02:45.776    2 Nov 2013 13:21:59.494          1153.717
                       3    2 Nov 2013 14:52:52.924    2 Nov 2013 15:06:36.308           823.384
                       4    2 Nov 2013 22:51:55.959    2 Nov 2013 23:06:16.523           860.564
                       5    3 Nov 2013 00:35:45.323    3 Nov 2013 00:54:19.700          1114.377

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 05:26:08.939    2 Nov 2013 05:36:36.128           627.190
Max Duration           2    2 Nov 2013 13:02:45.776    2 Nov 2013 13:21:59.494          1153.717
Mean Duration                                                                            915.846
Total Duration                                                                          4579.232
