                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0210:  Access Summary Report


Aircraft1-To-Sat0210
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 09:24:27.584    2 Nov 2013 09:40:34.291           966.707
                       2    2 Nov 2013 11:11:13.036    2 Nov 2013 11:29:59.545          1126.508
                       3    2 Nov 2013 20:59:48.948    2 Nov 2013 21:18:25.103          1116.155
                       4    2 Nov 2013 22:47:56.404    2 Nov 2013 23:02:09.480           853.076

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 22:47:56.404    2 Nov 2013 23:02:09.480           853.076
Max Duration           2    2 Nov 2013 11:11:13.036    2 Nov 2013 11:29:59.545          1126.508
Mean Duration                                                                           1015.612
Total Duration                                                                          4062.447
