                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0106:  Access Summary Report


Aircraft1-To-Sat0106
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 08:17:46.292    2 Nov 2013 08:32:31.781           885.488
                       2    2 Nov 2013 10:03:54.325    2 Nov 2013 10:23:05.297          1150.971
                       3    2 Nov 2013 19:54:02.508    2 Nov 2013 20:12:02.717          1080.209
                       4    2 Nov 2013 21:41:02.046    2 Nov 2013 21:56:55.934           953.888

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 08:17:46.292    2 Nov 2013 08:32:31.781           885.488
Max Duration           2    2 Nov 2013 10:03:54.325    2 Nov 2013 10:23:05.297          1150.971
Mean Duration                                                                           1017.639
Total Duration                                                                          4070.556
