                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0904:  Access Summary Report


Aircraft1-To-Sat0904
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 05:40:09.910    2 Nov 2013 05:55:02.078           892.167
                       2    2 Nov 2013 07:23:52.393    2 Nov 2013 07:42:44.201          1131.809
                       3    2 Nov 2013 15:13:36.638    2 Nov 2013 15:19:55.466           378.828
                       4    2 Nov 2013 16:55:30.095    2 Nov 2013 17:14:53.959          1163.864
                       5    2 Nov 2013 18:47:09.424    2 Nov 2013 18:58:08.937           659.513
                       6    3 Nov 2013 02:39:54.999    3 Nov 2013 02:56:15.845           980.847

Global Statistics
-----------------
Min Duration           3    2 Nov 2013 15:13:36.638    2 Nov 2013 15:19:55.466           378.828
Max Duration           4    2 Nov 2013 16:55:30.095    2 Nov 2013 17:14:53.959          1163.864
Mean Duration                                                                            867.838
Total Duration                                                                          5207.028
