                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0903:  Access Summary Report


Aircraft1-To-Sat0903
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 05:48:24.074    2 Nov 2013 06:04:15.397           951.323
                       2    2 Nov 2013 07:32:54.932    2 Nov 2013 07:51:29.071          1114.139
                       3    2 Nov 2013 15:21:00.597    2 Nov 2013 15:30:44.805           584.207
                       4    2 Nov 2013 17:04:27.816    2 Nov 2013 17:23:53.530          1165.714
                       5    2 Nov 2013 18:57:28.628    2 Nov 2013 19:05:41.852           493.225
                       6    3 Nov 2013 02:48:22.215    3 Nov 2013 03:05:31.082          1028.867

Global Statistics
-----------------
Min Duration           5    2 Nov 2013 18:57:28.628    2 Nov 2013 19:05:41.852           493.225
Max Duration           4    2 Nov 2013 17:04:27.816    2 Nov 2013 17:23:53.530          1165.714
Mean Duration                                                                            889.579
Total Duration                                                                          5337.475
