                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0709:  Access Summary Report


Aircraft1-To-Sat0709
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 05:02:25.059    2 Nov 2013 05:21:31.222          1146.163
                       2    2 Nov 2013 06:52:30.024    2 Nov 2013 07:05:40.943           790.920
                       3    2 Nov 2013 14:32:33.176    2 Nov 2013 14:51:01.015          1107.839
                       4    2 Nov 2013 16:21:13.101    2 Nov 2013 16:37:35.451           982.350
                       5    3 Nov 2013 00:21:44.841    3 Nov 2013 00:32:21.825           636.984
                       6    3 Nov 2013 02:03:34.771    3 Nov 2013 02:22:37.881          1143.109

Global Statistics
-----------------
Min Duration           5    3 Nov 2013 00:21:44.841    3 Nov 2013 00:32:21.825           636.984
Max Duration           1    2 Nov 2013 05:02:25.059    2 Nov 2013 05:21:31.222          1146.163
Mean Duration                                                                            967.894
Total Duration                                                                          5807.365
