                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0505:  Access Summary Report


Aircraft1-To-Sat0505
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:01:01.589    2 Nov 2013 04:19:49.221          1127.632
                       2    2 Nov 2013 11:44:53.580    2 Nov 2013 11:56:51.517           717.937
                       3    2 Nov 2013 13:29:37.474    2 Nov 2013 13:49:01.578          1164.103
                       4    2 Nov 2013 15:23:15.327    2 Nov 2013 15:29:34.744           379.416
                       5    2 Nov 2013 23:16:57.262    2 Nov 2013 23:34:13.144          1035.882
                       6    3 Nov 2013 01:03:00.641    3 Nov 2013 01:19:58.984          1018.343

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 15:23:15.327    2 Nov 2013 15:29:34.744           379.416
Max Duration           3    2 Nov 2013 13:29:37.474    2 Nov 2013 13:49:01.578          1164.103
Mean Duration                                                                            907.219
Total Duration                                                                          5443.314
