                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0402:  Access Summary Report


Aircraft1-To-Sat0402
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:37:59.898    2 Nov 2013 04:47:58.816           598.918
                       2    2 Nov 2013 10:31:27.403    2 Nov 2013 10:36:58.802           331.400
                       3    2 Nov 2013 12:13:30.122    2 Nov 2013 12:32:50.595          1160.473
                       4    2 Nov 2013 14:04:03.007    2 Nov 2013 14:16:49.295           766.288
                       5    2 Nov 2013 22:03:10.309    2 Nov 2013 22:18:12.983           902.673
                       6    2 Nov 2013 23:47:25.304    3 Nov 2013 00:05:47.028          1101.724

Global Statistics
-----------------
Min Duration           2    2 Nov 2013 10:31:27.403    2 Nov 2013 10:36:58.802           331.400
Max Duration           3    2 Nov 2013 12:13:30.122    2 Nov 2013 12:32:50.595          1160.473
Mean Duration                                                                            810.246
Total Duration                                                                          4861.476
