                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0708:  Access Summary Report


Aircraft1-To-Sat0708
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 05:11:13.145    2 Nov 2013 05:30:24.614          1151.469
                       2    2 Nov 2013 07:02:23.982    2 Nov 2013 07:13:51.791           687.809
                       3    2 Nov 2013 14:41:21.925    2 Nov 2013 15:00:13.447          1131.523
                       4    2 Nov 2013 16:30:39.697    2 Nov 2013 16:46:00.400           920.703
                       5    3 Nov 2013 00:29:34.252    3 Nov 2013 00:42:13.444           759.191
                       6    3 Nov 2013 02:12:29.169    3 Nov 2013 02:31:22.387          1133.218

Global Statistics
-----------------
Min Duration           2    2 Nov 2013 07:02:23.982    2 Nov 2013 07:13:51.791           687.809
Max Duration           1    2 Nov 2013 05:11:13.145    2 Nov 2013 05:30:24.614          1151.469
Mean Duration                                                                            963.985
Total Duration                                                                          5783.913
