                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0504:  Access Summary Report


Aircraft1-To-Sat0504
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:10:06.557    2 Nov 2013 04:28:34.885          1108.329
                       2    2 Nov 2013 11:53:11.329    2 Nov 2013 12:06:48.401           817.071
                       3    2 Nov 2013 13:38:39.280    2 Nov 2013 13:57:55.603          1156.323
                       4    2 Nov 2013 23:25:28.670    2 Nov 2013 23:43:21.309          1072.639
                       5    3 Nov 2013 01:12:14.428    3 Nov 2013 01:28:22.564           968.136

Global Statistics
-----------------
Min Duration           2    2 Nov 2013 11:53:11.329    2 Nov 2013 12:06:48.401           817.071
Max Duration           3    2 Nov 2013 13:38:39.280    2 Nov 2013 13:57:55.603          1156.323
Mean Duration                                                                           1024.500
Total Duration                                                                          5122.498
