                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0108:  Access Summary Report


Aircraft1-To-Sat0108
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 08:00:54.743    2 Nov 2013 08:12:46.149           711.405
                       2    2 Nov 2013 09:45:51.332    2 Nov 2013 10:05:17.577          1166.245
                       3    2 Nov 2013 11:37:54.135    2 Nov 2013 11:47:02.124           547.989
                       4    2 Nov 2013 19:37:04.146    2 Nov 2013 19:53:46.617          1002.471
                       5    2 Nov 2013 21:22:33.962    2 Nov 2013 21:40:03.853          1049.891

Global Statistics
-----------------
Min Duration           3    2 Nov 2013 11:37:54.135    2 Nov 2013 11:47:02.124           547.989
Max Duration           2    2 Nov 2013 09:45:51.332    2 Nov 2013 10:05:17.577          1166.245
Mean Duration                                                                            895.600
Total Duration                                                                          4478.002
