                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0503:  Access Summary Report


Aircraft1-To-Sat0503
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:19:15.521    2 Nov 2013 04:37:18.483          1082.961
                       2    2 Nov 2013 12:01:37.963    2 Nov 2013 12:16:33.946           895.983
                       3    2 Nov 2013 13:47:43.522    2 Nov 2013 14:06:46.228          1142.706
                       4    2 Nov 2013 23:34:04.215    2 Nov 2013 23:52:25.399          1101.184
                       5    3 Nov 2013 01:21:33.984    3 Nov 2013 01:36:39.851           905.866

Global Statistics
-----------------
Min Duration           2    2 Nov 2013 12:01:37.963    2 Nov 2013 12:16:33.946           895.983
Max Duration           3    2 Nov 2013 13:47:43.522    2 Nov 2013 14:06:46.228          1142.706
Mean Duration                                                                           1025.740
Total Duration                                                                          5128.701
