                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0606:  Access Summary Report


Aircraft1-To-Sat0606
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:00:00.000    2 Nov 2013 04:06:11.685           371.685
                       2    2 Nov 2013 05:35:30.482    2 Nov 2013 05:51:47.503           977.021
                       3    2 Nov 2013 13:16:56.463    2 Nov 2013 13:34:02.545          1026.082
                       4    2 Nov 2013 15:04:17.480    2 Nov 2013 15:22:22.346          1084.867
                       5    3 Nov 2013 00:48:39.991    3 Nov 2013 01:07:41.165          1141.174
                       6    3 Nov 2013 02:38:15.246    3 Nov 2013 02:49:35.467           680.221

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 04:00:00.000    2 Nov 2013 04:06:11.685           371.685
Max Duration           5    3 Nov 2013 00:48:39.991    3 Nov 2013 01:07:41.165          1141.174
Mean Duration                                                                            880.175
Total Duration                                                                          5281.050
