                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0107:  Access Summary Report


Aircraft1-To-Sat0107
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 08:09:16.562    2 Nov 2013 08:22:44.422           807.859
                       2    2 Nov 2013 09:54:51.800    2 Nov 2013 10:14:13.126          1161.326
                       3    2 Nov 2013 11:48:38.686    2 Nov 2013 11:53:57.549           318.863
                       4    2 Nov 2013 19:45:30.962    2 Nov 2013 20:02:56.763          1045.801
                       5    2 Nov 2013 21:31:45.359    2 Nov 2013 21:48:32.541          1007.183

Global Statistics
-----------------
Min Duration           3    2 Nov 2013 11:48:38.686    2 Nov 2013 11:53:57.549           318.863
Max Duration           2    2 Nov 2013 09:54:51.800    2 Nov 2013 10:14:13.126          1161.326
Mean Duration                                                                            868.206
Total Duration                                                                          4341.032
