                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0312:  Access Summary Report


Aircraft1-To-Sat0312
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 10:48:45.355    2 Nov 2013 11:07:06.651          1101.296
                       2    2 Nov 2013 12:37:07.828    2 Nov 2013 12:53:58.038          1010.210
                       3    2 Nov 2013 20:42:46.201    2 Nov 2013 20:51:21.317           515.116
                       4    2 Nov 2013 22:23:18.346    2 Nov 2013 22:42:24.604          1146.259
                       5    3 Nov 2013 00:15:43.067    3 Nov 2013 00:21:40.953           357.885

Global Statistics
-----------------
Min Duration           5    3 Nov 2013 00:15:43.067    3 Nov 2013 00:21:40.953           357.885
Max Duration           4    2 Nov 2013 22:23:18.346    2 Nov 2013 22:42:24.604          1146.259
Mean Duration                                                                            826.153
Total Duration                                                                          4130.767
