                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0110:  Access Summary Report


Aircraft1-To-Sat0110
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 07:45:01.716    2 Nov 2013 07:51:48.688           406.972
                       2    2 Nov 2013 09:27:56.271    2 Nov 2013 09:47:16.414          1160.144
                       3    2 Nov 2013 11:18:06.991    2 Nov 2013 11:31:24.608           797.618
                       4    2 Nov 2013 19:20:28.364    2 Nov 2013 19:35:10.336           881.972
                       5    2 Nov 2013 21:04:24.149    2 Nov 2013 21:22:53.615          1109.467

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 07:45:01.716    2 Nov 2013 07:51:48.688           406.972
Max Duration           2    2 Nov 2013 09:27:56.271    2 Nov 2013 09:47:16.414          1160.144
Mean Duration                                                                            871.234
Total Duration                                                                          4356.172
