                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0207:  Access Summary Report


Aircraft1-To-Sat0207
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 09:50:37.404    2 Nov 2013 10:08:49.135          1091.731
                       2    2 Nov 2013 11:38:47.782    2 Nov 2013 11:55:57.384          1029.602
                       3    2 Nov 2013 19:46:19.376    2 Nov 2013 19:53:26.203           426.827
                       4    2 Nov 2013 21:26:02.261    2 Nov 2013 21:45:08.808          1146.547
                       5    2 Nov 2013 23:17:37.489    2 Nov 2013 23:25:23.605           466.116

Global Statistics
-----------------
Min Duration           3    2 Nov 2013 19:46:19.376    2 Nov 2013 19:53:26.203           426.827
Max Duration           4    2 Nov 2013 21:26:02.261    2 Nov 2013 21:45:08.808          1146.547
Mean Duration                                                                            832.165
Total Duration                                                                          4160.823
