                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0103:  Access Summary Report


Aircraft1-To-Sat0103
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 08:43:44.150    2 Nov 2013 09:01:09.672          1045.522
                       2    2 Nov 2013 10:31:16.030    2 Nov 2013 10:49:20.026          1083.996
                       3    2 Nov 2013 20:20:00.602    2 Nov 2013 20:38:59.692          1139.090
                       4    2 Nov 2013 22:09:40.123    2 Nov 2013 22:21:17.533           697.410

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 22:09:40.123    2 Nov 2013 22:21:17.533           697.410
Max Duration           3    2 Nov 2013 20:20:00.602    2 Nov 2013 20:38:59.692          1139.090
Mean Duration                                                                            991.505
Total Duration                                                                          3966.019
