                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0401:  Access Summary Report


Aircraft1-To-Sat0401
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:48:34.038    2 Nov 2013 04:55:39.871           425.833
                       2    2 Nov 2013 10:38:50.209    2 Nov 2013 10:47:58.939           548.730
                       3    2 Nov 2013 12:22:26.666    2 Nov 2013 12:41:52.449          1165.783
                       4    2 Nov 2013 14:13:55.473    2 Nov 2013 14:24:42.961           647.488
                       5    2 Nov 2013 22:11:27.915    2 Nov 2013 22:27:33.751           965.836
                       6    2 Nov 2013 23:56:28.833    3 Nov 2013 00:14:22.254          1073.421

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 04:48:34.038    2 Nov 2013 04:55:39.871           425.833
Max Duration           3    2 Nov 2013 12:22:26.666    2 Nov 2013 12:41:52.449          1165.783
Mean Duration                                                                            804.515
Total Duration                                                                          4827.092
