                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0405:  Access Summary Report


Aircraft1-To-Sat0405
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:08:22.119    2 Nov 2013 04:23:10.468           888.349
                       2    2 Nov 2013 11:46:53.833    2 Nov 2013 12:05:23.829          1109.996
                       3    2 Nov 2013 13:35:29.061    2 Nov 2013 13:51:58.693           989.632
                       4    2 Nov 2013 21:39:21.020    2 Nov 2013 21:49:09.677           588.658
                       5    2 Nov 2013 23:20:35.081    2 Nov 2013 23:39:39.887          1144.805
                       6    3 Nov 2013 01:14:17.001    3 Nov 2013 01:17:28.914           191.913

Global Statistics
-----------------
Min Duration           6    3 Nov 2013 01:14:17.001    3 Nov 2013 01:17:28.914           191.913
Max Duration           5    2 Nov 2013 23:20:35.081    2 Nov 2013 23:39:39.887          1144.805
Mean Duration                                                                            818.892
Total Duration                                                                          4913.353
