                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0302:  Access Summary Report


Aircraft1-To-Sat0302
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 10:31:14.686    2 Nov 2013 10:48:25.417          1030.731
                       2    2 Nov 2013 12:18:37.839    2 Nov 2013 12:36:47.228          1089.389
                       3    2 Nov 2013 22:05:43.249    2 Nov 2013 22:24:41.155          1137.906
                       4    2 Nov 2013 23:55:09.100    3 Nov 2013 00:07:01.564           712.464

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 23:55:09.100    3 Nov 2013 00:07:01.564           712.464
Max Duration           3    2 Nov 2013 22:05:43.249    2 Nov 2013 22:24:41.155          1137.906
Mean Duration                                                                            992.623
Total Duration                                                                          3970.491
