                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0805:  Access Summary Report


Aircraft1-To-Sat0805
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 05:33:36.155    2 Nov 2013 05:52:07.535          1111.380
                       2    2 Nov 2013 07:21:32.240    2 Nov 2013 07:37:27.532           955.292
                       3    2 Nov 2013 15:04:33.640    2 Nov 2013 15:21:19.105          1005.465
                       4    2 Nov 2013 16:51:39.969    2 Nov 2013 17:09:54.395          1094.426
                       5    3 Nov 2013 02:34:23.019    3 Nov 2013 02:53:23.570          1140.551

Global Statistics
-----------------
Min Duration           2    2 Nov 2013 07:21:32.240    2 Nov 2013 07:37:27.532           955.292
Max Duration           5    3 Nov 2013 02:34:23.019    3 Nov 2013 02:53:23.570          1140.551
Mean Duration                                                                           1061.423
Total Duration                                                                          5307.113
