                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0308:  Access Summary Report


Aircraft1-To-Sat0308
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 09:40:51.848    2 Nov 2013 09:49:18.200           506.352
                       2    2 Nov 2013 11:24:15.906    2 Nov 2013 11:43:40.564          1164.659
                       3    2 Nov 2013 13:15:15.987    2 Nov 2013 13:26:58.451           702.464
                       4    2 Nov 2013 21:14:26.587    2 Nov 2013 21:30:06.618           940.031
                       5    2 Nov 2013 22:59:06.679    2 Nov 2013 23:17:13.487          1086.807

Global Statistics
-----------------
Min Duration           1    2 Nov 2013 09:40:51.848    2 Nov 2013 09:49:18.200           506.352
Max Duration           2    2 Nov 2013 11:24:15.906    2 Nov 2013 11:43:40.564          1164.659
Mean Duration                                                                            880.063
Total Duration                                                                          4400.313
