                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0303:  Access Summary Report


Aircraft1-To-Sat0303
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 10:22:34.108    2 Nov 2013 10:38:57.156           983.048
                       2    2 Nov 2013 12:09:27.913    2 Nov 2013 12:28:05.175          1117.263
                       3    2 Nov 2013 21:57:00.511    2 Nov 2013 22:15:44.775          1124.264
                       4    2 Nov 2013 23:45:28.792    2 Nov 2013 23:59:04.330           815.538

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 23:45:28.792    2 Nov 2013 23:59:04.330           815.538
Max Duration           3    2 Nov 2013 21:57:00.511    2 Nov 2013 22:15:44.775          1124.264
Mean Duration                                                                           1010.028
Total Duration                                                                          4040.112
