                                                                            24 May 2018 18:54:36
Aircraft-Aircraft1-To-Satellite-Sat0406:  Access Summary Report


Aircraft1-To-Sat0406
--------------------
                  Access       Start Time (UTCG)           Stop Time (UTCG)       Duration (sec)
                  ------    -----------------------    -----------------------    --------------
                       1    2 Nov 2013 04:00:00.000    2 Nov 2013 04:14:39.537           879.537
                       2    2 Nov 2013 11:38:06.596    2 Nov 2013 11:56:07.096          1080.499
                       3    2 Nov 2013 13:26:10.006    2 Nov 2013 13:43:27.617          1037.611
                       4    2 Nov 2013 21:32:15.050    2 Nov 2013 21:38:39.264           384.214
                       5    2 Nov 2013 23:11:44.591    2 Nov 2013 23:30:51.042          1146.450
                       6    3 Nov 2013 01:02:57.111    3 Nov 2013 01:11:14.219           497.107

Global Statistics
-----------------
Min Duration           4    2 Nov 2013 21:32:15.050    2 Nov 2013 21:38:39.264           384.214
Max Duration           5    2 Nov 2013 23:11:44.591    2 Nov 2013 23:30:51.042          1146.450
Mean Duration                                                                            837.570
Total Duration                                                                          5025.420
