                                24 May 2018 18:54:40
Satellite-RS056


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m) 
------------    ---------    ---------    ----------
       0.000      -27.876        5.312    496509.034
      30.000      -25.989        5.522    495943.109
      60.000      -24.101        5.721    495405.446
      90.000      -22.212        5.911    494898.439
     120.000      -20.322        6.093    494424.344
     150.000      -18.430        6.267    493985.275
     180.000      -16.538        6.435    493583.190
     210.000      -14.645        6.597    493219.881
     240.000      -12.751        6.754    492896.971
     270.000      -10.857        6.907    492615.901
     300.000       -8.962        7.057    492377.927
     330.000       -7.066        7.204    492184.112
     360.000       -5.171        7.348    492035.322
     390.000       -3.274        7.491    491932.223
     420.000       -1.378        7.633    491875.275
     450.000        0.518        7.775    491864.734
     480.000        2.414        7.917    491900.646
     510.000        4.310        8.059    491982.851
     540.000        6.206        8.203    492110.981
     570.000        8.102        8.349    492284.463
     600.000        9.997        8.497    492502.522
     630.000       11.892        8.648    492764.183
     660.000       13.786        8.804    493068.278
     690.000       15.679        8.964    493413.448
     720.000       17.572        9.129    493798.153
     750.000       19.464        9.300    494220.675
     780.000       21.355        9.478    494679.131
     810.000       23.244        9.664    495171.477
     840.000       25.133        9.859    495695.520
     870.000       27.020       10.064    496248.927
     900.000       28.906       10.280    496829.237
     930.000       30.790       10.508    497433.869
     960.000       32.673       10.751    498060.139
     990.000       34.553       11.009    498705.266
    1020.000       36.432       11.285    499366.389
    1050.000       38.309       11.581    500040.580
    1080.000       40.183       11.898    500724.852
    1110.000       42.055       12.241    501416.180
    1140.000       43.924       12.612    502111.508
    1170.000       45.790       13.015    502807.765
    1200.000       47.652       13.455    503501.880
    1230.000       49.511       13.936    504190.794
    1260.000       51.366       14.464    504871.472
    1290.000       53.216       15.048    505540.918
    1320.000       55.060       15.695    506196.191
    1350.000       56.899       16.416    506834.412
    1380.000       58.731       17.225    507452.779
    1410.000       60.554       18.137    508048.581
    1440.000       62.368       19.172    508619.206
    1470.000       64.170       20.356    509162.156
    1500.000       65.959       21.721    509675.056
    1530.000       67.730       23.308    510155.661
    1560.000       69.480       25.173    510601.872
    1590.000       71.203       27.387    511011.740
    1620.000       72.891       30.050    511383.476
    1650.000       74.532       33.293    511715.458
    1680.000       76.111       37.297    512006.237
    1710.000       77.602       42.302    512254.547
    1740.000       78.973       48.620    512459.305
    1770.000       80.170       56.607    512619.619
    1800.000       81.125       66.557    512734.791
    1830.000       81.753       78.449    512804.320
    1860.000       81.977       91.629    512827.901
    1890.000       81.764      104.827    512805.434
    1920.000       81.145      116.761    512737.015
    1950.000       80.197      126.760    512622.943
    1980.000       79.004      134.791    512463.714
    2010.000       77.637      141.145    512260.022
    2040.000       76.148      146.179    512012.755
    2070.000       74.571      150.203    511722.989
    2100.000       72.931      153.463    511391.988
    2130.000       71.245      156.138    511021.197
    2160.000       69.522      158.362    510612.231
    2190.000       67.773      160.234    510166.877
    2220.000       66.002      161.828    509687.080
    2250.000       64.214      163.197    509174.937
    2280.000       62.412      164.385    508632.687
    2310.000       60.598      165.423    508062.702
    2340.000       58.775      166.338    507467.480
    2370.000       56.943      167.149    506849.627
    2400.000       55.105      167.872    506211.854
    2430.000       53.260      168.521    505556.960
    2460.000       51.410      169.106    504887.822
    2490.000       49.556      169.636    504207.381
    2520.000       47.697      170.118    503518.631
    2550.000       45.835      170.558    502824.606
    2580.000       43.969      170.962    502128.364
    2610.000       42.100      171.334    501432.978
    2640.000       40.228      171.677    500741.517
    2670.000       38.354      171.996    500057.038
    2700.000       36.477      172.292    499382.568
    2730.000       34.599      172.568    498721.093
    2760.000       32.718      172.827    498075.545
    2790.000       30.836      173.070    497448.786
    2820.000       28.951      173.299    496843.597
    2850.000       27.066      173.515    496262.668
    2880.000       25.178      173.720    495708.580
    2910.000       23.290      173.915    495183.798
    2940.000       21.400      174.101    494690.658
    2970.000       19.510      174.280    494231.357
    3000.000       17.618      174.451    493807.942
    3030.000       15.725      174.616    493422.301
    3060.000       13.832      174.776    493076.155
    3090.000       11.938      174.932    492771.049
    3120.000       10.043      175.083    492508.346
    3150.000        8.148      175.232    492289.219
    3180.000        6.252      175.377    492114.647
    3210.000        4.356      175.521    491985.412
    3240.000        2.460      175.664    491902.090
    3270.000        0.564      175.805    491865.055
    3300.000       -1.332      175.947    491874.471
    3330.000       -3.229      176.089    491930.298
    3360.000       -5.125      176.232    492032.284
    3390.000       -7.020      176.377    492179.975
    3420.000       -8.916      176.523    492372.709
    3450.000      -10.811      176.673    492609.626
    3480.000      -12.705      176.826    492889.667
    3510.000      -14.599      176.983    493211.580
    3540.000      -16.492      177.145    493573.929
    3570.000      -18.385      177.313    493975.097
    3600.000      -20.276      177.487    494413.293
    3630.000      -22.166      177.668    494886.563
    3660.000      -24.055      177.858    495392.800
    3690.000      -25.943      178.057    495929.749
    3720.000      -27.830      178.266    496495.019
    3750.000      -29.715      178.487    497086.098
    3780.000      -31.599      178.722    497700.358
    3810.000      -33.481      178.971    498335.072
    3840.000      -35.360      179.236    498987.424
    3870.000      -37.238      179.521    499654.522
    3900.000      -39.114      179.825    500333.411
    3930.000      -40.987     -179.846    501021.087
    3960.000      -42.858     -179.492    501714.508
    3990.000      -44.725     -179.108    502410.612
    4020.000      -46.590     -178.689    503106.325
    4050.000      -48.451     -178.233    503798.579
    4080.000      -50.308     -177.732    504484.325
    4110.000      -52.161     -177.181    505160.544
    4140.000      -54.009     -176.571    505824.260
    4170.000      -55.851     -175.894    506472.557
    4200.000      -57.687     -175.137    507102.589
    4230.000      -59.515     -174.286    507711.591
    4260.000      -61.334     -173.324    508296.893
    4290.000      -63.144     -172.228    508855.931
    4320.000      -64.940     -170.971    509386.258
    4350.000      -66.722     -169.517    509885.554
    4380.000      -68.485     -167.818    510351.636
    4410.000      -70.224     -165.813    510782.468
    4440.000      -71.933     -163.419    511176.168
    4470.000      -73.602     -160.526    511531.018
    4500.000      -75.219     -156.981    511845.470
    4530.000      -76.764     -152.581    512118.154
    4560.000      -78.208     -147.054    512347.880
    4590.000      -79.512     -140.063    512533.648
    4620.000      -80.615     -131.259    512674.648
    4650.000      -81.440     -120.441    512770.266
    4680.000      -81.902     -107.872    512820.086
    4710.000      -81.939      -94.510    512823.890
    4740.000      -81.544      -81.725    512781.663
    4770.000      -80.773      -70.583    512693.589
    4800.000      -79.710      -61.451    512560.050
    4830.000      -78.435      -54.184    512381.628
    4860.000      -77.010      -48.440    512159.100
    4890.000      -75.480      -43.874    511893.437
    4920.000      -73.874      -40.204    511585.796
    4950.000      -72.212      -37.215    511237.518
    4980.000      -70.509      -34.747    510850.123
    5010.000      -68.774      -32.684    510425.300
    5040.000      -67.015      -30.940    509964.906
    5070.000      -65.236      -29.448    509470.951
    5100.000      -63.441      -28.161    508945.595
    5130.000      -61.634      -27.041    508391.134
    5160.000      -59.816      -26.059    507809.998
    5190.000      -57.989      -25.191    507204.730
    5220.000      -56.155      -24.419    506577.985
    5250.000      -54.313      -23.729    505932.511
    5280.000      -52.466      -23.109    505271.142
    5310.000      -50.614      -22.549    504596.786
    5340.000      -48.758      -22.040    503912.407
    5370.000      -46.898      -21.577    503221.018
    5400.000      -45.034      -21.153    502525.665
