                                 24 May 2018 18:54:43
Satellite-Sat0204


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000       72.996       58.882    1050906.411
      30.000       71.606       61.930    1050604.132
      60.000       70.171       64.540    1050270.721
      90.000       68.699       66.791    1049907.339
     120.000       67.197       68.746    1049515.253
     150.000       65.671       70.455    1049095.830
     180.000       64.126       71.959    1048650.532
     210.000       62.563       73.291    1048180.916
     240.000       60.987       74.477    1047688.619
     270.000       59.399       75.539    1047175.363
     300.000       57.800       76.495    1046642.942
     330.000       56.193       77.359    1046093.218
     360.000       54.577       78.143    1045528.116
     390.000       52.955       78.858    1044949.614
     420.000       51.327       79.513    1044359.742
     450.000       49.694       80.114    1043760.566
     480.000       48.055       80.668    1043154.191
     510.000       46.413       81.180    1042542.745
     540.000       44.767       81.655    1041928.378
     570.000       43.117       82.097    1041313.251
     600.000       41.463       82.509    1040699.527
     630.000       39.807       82.894    1040089.370
     660.000       38.149       83.256    1039484.929
     690.000       36.487       83.596    1038888.335
     720.000       34.824       83.917    1038301.696
     750.000       33.158       84.220    1037727.081
     780.000       31.491       84.507    1037166.523
     810.000       29.822       84.780    1036622.003
     840.000       28.151       85.040    1036095.448
     870.000       26.478       85.288    1035588.723
     900.000       24.804       85.526    1035103.622
     930.000       23.129       85.754    1034641.867
     960.000       21.453       85.973    1034205.093
     990.000       19.776       86.185    1033794.852
    1020.000       18.097       86.389    1033412.600
    1050.000       16.418       86.588    1033059.694
    1080.000       14.738       86.780    1032737.389
    1110.000       13.057       86.968    1032446.831
    1140.000       11.376       87.152    1032189.052
    1170.000        9.694       87.333    1031964.970
    1200.000        8.012       87.510    1031775.383
    1230.000        6.329       87.685    1031620.964
    1260.000        4.646       87.857    1031502.263
    1290.000        2.963       88.029    1031419.704
    1320.000        1.279       88.199    1031373.580
    1350.000       -0.404       88.369    1031364.056
    1380.000       -2.088       88.540    1031391.165
    1410.000       -3.771       88.711    1031454.811
    1440.000       -5.454       88.883    1031554.767
    1470.000       -7.137       89.056    1031690.677
    1500.000       -8.820       89.232    1031862.058
    1530.000      -10.502       89.411    1032068.299
