                                24 May 2018 18:54:40
Satellite-RS045


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m) 
------------    ---------    ---------    ----------
       0.000      -80.012     -141.203    512599.388
      30.000      -81.005     -131.539    512720.874
      60.000      -81.683     -119.901    512796.777
      90.000      -81.966     -106.843    512826.764
     120.000      -81.813      -93.572    512810.706
     150.000      -81.247      -81.412    512748.672
     180.000      -80.340      -71.134    512640.933
     210.000      -79.177      -62.844    512487.957
     240.000      -77.832      -56.278    512290.412
     270.000      -76.358      -51.080    512049.156
     300.000      -74.792      -46.930    511765.243
     330.000      -73.160      -43.575    511439.910
     360.000      -71.479      -40.826    511074.574
     390.000      -69.762      -38.544    510670.831
     420.000      -68.016      -36.627    510230.443
     450.000      -66.248      -34.997    509755.332
     480.000      -64.462      -33.599    509247.575
     510.000      -62.662      -32.387    508709.392
     540.000      -60.850      -31.329    508143.138
     570.000      -59.028      -30.397    507551.292
     600.000      -57.197      -29.572    506936.447
     630.000      -55.360      -28.837    506301.300
     660.000      -53.516      -28.178    505648.638
     690.000      -51.667      -27.584    504981.327
     720.000      -49.813      -27.047    504302.300
     750.000      -47.955      -26.558    503614.546
     780.000      -46.093      -26.112    502921.093
     810.000      -44.228      -25.703    502224.996
     840.000      -42.360      -25.326    501529.327
     870.000      -40.488      -24.979    500837.156
     900.000      -38.614      -24.657    500151.543
     930.000      -36.738      -24.357    499475.520
     960.000      -34.860      -24.078    498812.078
     990.000      -32.979      -23.817    498164.159
    1020.000      -31.097      -23.572    497534.634
    1050.000      -29.213      -23.341    496926.297
    1080.000      -27.328      -23.122    496341.851
    1110.000      -25.441      -22.916    495783.893
    1140.000      -23.553      -22.719    495254.904
    1170.000      -21.663      -22.531    494757.239
    1200.000      -19.772      -22.352    494293.115
    1230.000      -17.881      -22.179    493864.600
    1260.000      -15.988      -22.013    493473.606
    1290.000      -14.095      -21.852    493121.876
    1320.000      -12.201      -21.696    492810.980
    1350.000      -10.307      -21.544    492542.308
    1380.000       -8.411      -21.395    492317.058
    1410.000       -6.516      -21.248    492136.239
    1440.000       -4.620      -21.104    492000.658
    1470.000       -2.724      -20.961    491910.920
    1500.000       -0.828      -20.819    491867.429
    1530.000        1.068      -20.678    491870.377
    1560.000        2.965      -20.535    491919.752
    1590.000        4.861      -20.392    492015.332
    1620.000        6.756      -20.248    492156.692
    1650.000        8.652      -20.101    492343.198
    1680.000       10.547      -19.952    492574.017
    1710.000       12.441      -19.799    492848.117
    1740.000       14.335      -19.643    493164.275
    1770.000       16.229      -19.481    493521.078
    1800.000       18.121      -19.314    493916.933
    1830.000       20.012      -19.141    494350.076
    1860.000       21.903      -18.960    494818.573
    1890.000       23.792      -18.771    495320.339
    1920.000       25.680      -18.574    495853.137
    1950.000       27.567      -18.365    496414.596
    1980.000       29.452      -18.146    497002.220
    2010.000       31.336      -17.913    497613.397
    2040.000       33.218      -17.666    498245.412
    2070.000       35.098      -17.402    498895.462
    2100.000       36.976      -17.121    499560.664
    2130.000       38.852      -16.819    500238.071
    2160.000       40.726      -16.493    500924.685
    2190.000       42.597      -16.142    501617.469
    2220.000       44.465      -15.762    502313.363
    2250.000       46.330      -15.349    503009.294
    2280.000       48.191      -14.897    503702.193
    2310.000       50.049      -14.403    504389.007
    2340.000       51.902      -13.859    505066.711
