                                 24 May 2018 18:54:43
Satellite-Sat0203


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000       71.225      -54.920    1050517.622
      30.000       72.628      -51.998    1050828.368
      60.000       73.977      -48.570    1051107.200
      90.000       75.257      -44.527    1051353.148
     120.000       76.449      -39.739    1051565.355
     150.000       77.527      -34.074    1051743.083
     180.000       78.460      -27.414    1051885.713
     210.000       79.210      -19.705    1051992.750
     240.000       79.736      -11.028    1052063.821
     270.000       80.004       -1.654    1052098.679
     300.000       79.992        7.963    1052097.203
     330.000       79.702       17.296    1052059.398
     360.000       79.157       25.901    1051985.394
     390.000       78.391       33.525    1051875.451
     420.000       77.445       40.102    1051729.949
     450.000       76.356       45.691    1051549.396
     480.000       75.156       50.413    1051334.420
     510.000       73.870       54.402    1051085.767
     540.000       72.516       57.785    1050804.305
     570.000       71.109       60.670    1050491.014
     600.000       69.660       63.146    1050146.984
     630.000       68.177       65.287    1049773.414
     660.000       66.666       67.151    1049371.607
     690.000       65.133       68.784    1048942.963
     720.000       63.581       70.225    1048488.980
     750.000       62.014       71.503    1048011.241
     780.000       60.433       72.643    1047511.414
     810.000       58.841       73.666    1046991.248
     840.000       57.239       74.588    1046452.561
     870.000       55.629       75.423    1045897.237
     900.000       54.011       76.182    1045327.221
     930.000       52.387       76.875    1044744.510
     960.000       50.756       77.510    1044151.147
     990.000       49.121       78.094    1043549.212
    1020.000       47.482       78.633    1042940.821
    1050.000       45.838       79.131    1042328.108
    1080.000       44.190       79.594    1041713.229
    1110.000       42.539       80.025    1041098.347
    1140.000       40.885       80.428    1040485.625
    1170.000       39.228       80.805    1039877.223
    1200.000       37.568       81.159    1039275.285
    1230.000       35.906       81.492    1038681.935
    1260.000       34.242       81.806    1038099.267
    1290.000       32.575       82.104    1037529.339
    1320.000       30.907       82.386    1036974.167
    1350.000       29.237       82.654    1036435.714
    1380.000       27.566       82.910    1035915.885
    1410.000       25.893       83.154    1035416.523
    1440.000       24.219       83.388    1034939.395
    1470.000       22.543       83.613    1034486.194
    1500.000       20.867       83.829    1034058.528
    1530.000       19.189       84.038    1033657.915
    1560.000       17.510       84.241    1033285.777
    1590.000       15.831       84.437    1032943.436
    1620.000       14.150       84.628    1032632.109
    1650.000       12.469       84.815    1032352.903
    1680.000       10.788       84.997    1032106.810
    1710.000        9.106       85.176    1031894.707
    1740.000        7.423       85.353    1031717.349
    1770.000        5.740       85.527    1031575.365
    1800.000        4.057       85.699    1031469.263
    1830.000        2.374       85.870    1031399.419
    1860.000        0.691       86.040    1031366.083
    1890.000       -0.993       86.210    1031369.373
    1920.000       -2.676       86.381    1031409.278
    1950.000       -4.360       86.552    1031485.655
    1980.000       -6.043       86.725    1031598.232
    2010.000       -7.725       86.899    1031746.608
    2040.000       -9.408       87.076    1031930.256
    2070.000      -11.090       87.255    1032148.522
    2100.000      -12.771       87.439    1032400.629
    2130.000      -14.452       87.626    1032685.680
    2160.000      -16.132       87.818    1033002.661
    2190.000      -17.812       88.015    1033350.445
    2220.000      -19.490       88.219    1033727.797
    2250.000      -21.168       88.429    1034133.376
    2280.000      -22.844       88.647    1034565.742
    2310.000      -24.520       88.873    1035023.360
    2340.000      -26.194       89.109    1035504.608
    2370.000      -27.866       89.356    1036007.778
    2400.000      -29.537       89.613    1036531.089
    2430.000      -31.207       89.884    1037072.687
    2460.000      -32.875       90.169    1037630.655
    2490.000      -34.541       90.469    1038203.020
    2520.000      -36.205       90.787    1038787.759
    2550.000      -37.866       91.123    1039382.807
    2580.000      -39.525       91.481    1039986.063
    2610.000      -41.182       91.862    1040595.399
    2640.000      -42.836       92.270    1041208.668
    2670.000      -44.486       92.706    1041823.710
    2700.000      -46.133       93.176    1042438.359
    2730.000      -47.776       93.681    1043050.454
    2760.000      -49.415       94.227    1043657.843
    2790.000      -51.050       94.820    1044258.393
    2820.000      -52.679       95.465    1044849.996
    2850.000      -54.302       96.169    1045430.577
    2880.000      -55.918       96.941    1045998.101
    2910.000      -57.527       97.790    1046550.579
    2940.000      -59.127       98.729    1047086.077
    2970.000      -60.718       99.772    1047602.723
    3000.000      -62.296      100.936    1048098.710
    3030.000      -63.861      102.241    1048572.304
    3060.000      -65.410      103.714    1049021.852
    3090.000      -66.939      105.386    1049445.783
    3120.000      -68.445      107.295    1049842.621
    3150.000      -69.923      109.492    1050210.979
    3180.000      -71.365      112.036    1050549.575
    3210.000      -72.763      115.003    1050857.228
    3240.000      -74.106      118.486    1051132.867
    3270.000      -75.379      122.597    1051375.533
    3300.000      -76.561      127.465    1051584.380
    3330.000      -77.626      133.223    1051758.682
    3360.000      -78.543      139.986    1051897.832
    3390.000      -79.272      147.796    1052001.346
    3420.000      -79.774      156.557    1052068.864
    3450.000      -80.015      165.978    1052100.152
    3480.000      -79.976      175.590    1052095.101
    3510.000      -79.660     -175.132    1052053.727
    3540.000      -79.090     -166.615    1051976.176
    3570.000      -78.305     -159.093    1051862.716
    3600.000      -77.343     -152.618    1051713.743
    3630.000      -76.243     -147.120    1051529.774
    3660.000      -75.033     -142.476    1051311.451
    3690.000      -73.740     -138.552    1051059.531
    3720.000      -72.380     -135.223    1050774.894
    3750.000      -70.968     -132.382    1050458.529
    3780.000      -69.515     -129.941    1050111.538
    3810.000      -68.029     -127.830    1049735.132
    3840.000      -66.516     -125.990    1049330.622
    3870.000      -64.981     -124.378    1048899.418
    3900.000      -63.428     -122.954    1048443.026
    3930.000      -61.859     -121.691    1047963.039
    3960.000      -60.277     -120.563    1047461.134
    3990.000      -58.684     -119.550    1046939.064
    4020.000      -57.081     -118.637    1046398.656
    4050.000      -55.470     -117.811    1045841.800
    4080.000      -53.851     -117.058    1045270.446
    4110.000      -52.226     -116.372    1044686.596
    4140.000      -50.596     -115.742    1044092.297
    4170.000      -48.960     -115.163    1043489.633
    4200.000      -47.320     -114.628    1042880.721
    4230.000      -45.676     -114.133    1042267.700
    4260.000      -44.028     -113.673    1041652.724
    4290.000      -42.376     -113.245    1041037.958
    4320.000      -40.722     -112.845    1040425.565
    4350.000      -39.064     -112.471    1039817.704
    4380.000      -37.405     -112.119    1039216.517
    4410.000      -35.742     -111.788    1038624.125
    4440.000      -34.078     -111.475    1038042.619
    4470.000      -32.411     -111.180    1037474.054
    4500.000      -30.743     -110.899    1036920.440
    4530.000      -29.073     -110.632    1036383.735
    4560.000      -27.402     -110.377    1035865.838
    4590.000      -25.728     -110.134    1035368.585
    4620.000      -24.054     -109.901    1034893.736
    4650.000      -22.378     -109.677    1034442.977
    4680.000      -20.702     -109.461    1034017.906
    4710.000      -19.024     -109.253    1033620.031
    4740.000      -17.345     -109.051    1033250.767
    4770.000      -15.665     -108.856    1032911.424
    4800.000      -13.985     -108.665    1032603.208
    4830.000      -12.304     -108.479    1032327.217
    4860.000      -10.622     -108.297    1032084.430
    4890.000       -8.940     -108.118    1031875.713
    4920.000       -7.258     -107.942    1031701.807
    4950.000       -5.575     -107.768    1031563.332
    4980.000       -3.892     -107.596    1031460.781
    5010.000       -2.208     -107.425    1031394.519
    5040.000       -0.525     -107.255    1031364.782
    5070.000        1.158     -107.084    1031371.676
    5100.000        2.842     -106.914    1031415.176
    5130.000        4.525     -106.743    1031495.127
    5160.000        6.208     -106.570    1031611.245
    5190.000        7.891     -106.395    1031763.116
    5220.000        9.573     -106.218    1031950.200
    5250.000       11.255     -106.038    1032171.830
    5280.000       12.937     -105.855    1032427.219
    5310.000       14.617     -105.667    1032715.457
