                                 24 May 2018 18:54:42
Satellite-Sat0106


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000       29.563       72.862    1036539.141
      30.000       27.891       73.119    1036015.497
      60.000       26.219       73.364    1035511.971
      90.000       24.544       73.600    1035030.347
     120.000       22.869       73.825    1034572.331
     150.000       21.192       74.043    1034139.549
     180.000       19.515       74.253    1033733.537
     210.000       17.836       74.455    1033355.736
     240.000       16.157       74.652    1033007.488
     270.000       14.476       74.844    1032690.032
     300.000       12.795       75.030    1032404.494
     330.000       11.114       75.213    1032151.892
     360.000        9.432       75.392    1031933.123
     390.000        7.749       75.568    1031748.966
     420.000        6.066       75.742    1031600.077
     450.000        4.383       75.914    1031486.986
     480.000        2.700       76.085    1031410.095
     510.000        1.016       76.255    1031369.678
     540.000       -0.667       76.424    1031365.879
     570.000       -2.351       76.594    1031398.711
     600.000       -4.034       76.764    1031468.058
     630.000       -5.717       76.936    1031573.673
     660.000       -7.400       77.109    1031715.179
     690.000       -9.083       77.285    1031892.073
     720.000      -10.765       77.463    1032103.726
     750.000      -12.447       77.645    1032349.383
     780.000      -14.128       77.831    1032628.172
     810.000      -15.808       78.022    1032939.100
     840.000      -17.488       78.217    1033281.061
     870.000      -19.167       78.419    1033652.842
     900.000      -20.845       78.627    1034053.120
     930.000      -22.521       78.843    1034480.475
     960.000      -24.197       79.067    1034933.390
     990.000      -25.872       79.300    1035410.257
    1020.000      -27.545       79.543    1035909.386
    1050.000      -29.216       79.798    1036429.009
    1080.000      -30.886       80.065    1036967.285
    1110.000      -32.555       80.346    1037522.309
    1140.000      -34.221       80.643    1038092.117
    1170.000      -35.885       80.956    1038674.696
    1200.000      -37.548       81.288    1039267.987
    1230.000      -39.208       81.640    1039869.897
    1260.000      -40.865       82.016    1040478.301
    1290.000      -42.519       82.417    1041091.055
    1320.000      -44.171       82.847    1041706.000
    1350.000      -45.818       83.308    1042320.972
    1380.000      -47.463       83.805    1042933.807
    1410.000      -49.103       84.342    1043542.350
    1440.000      -50.738       84.924    1044144.465
    1470.000      -52.369       85.557    1044738.037
    1500.000      -53.993       86.247    1045320.984
    1530.000      -55.611       87.004    1045891.262
    1560.000      -57.222       87.836    1046446.873
    1590.000      -58.825       88.755    1046985.873
    1620.000      -60.417       89.774    1047506.375
    1650.000      -61.999       90.911    1048006.559
    1680.000      -63.567       92.185    1048484.676
    1710.000      -65.119       93.621    1048939.058
    1740.000      -66.653       95.249    1049368.118
    1770.000      -68.165       97.106    1049770.359
    1800.000      -69.649       99.240    1050144.377
    1830.000      -71.100      101.709    1050488.869
    1860.000      -72.508      104.585    1050802.635
    1890.000      -73.864      107.958    1051084.582
    1920.000      -75.153      111.936    1051333.727
    1950.000      -76.355      116.646    1051549.204
    1980.000      -77.447      122.224    1051730.263
    2010.000      -78.396      128.791    1051876.273
    2040.000      -79.166      136.410    1051986.727
    2070.000      -79.716      145.017    1052061.241
    2100.000      -80.011      154.360    1052099.555
    2130.000      -80.026      163.997    1052101.537
    2160.000      -79.762      173.396    1052067.178
    2190.000      -79.238     -177.901    1051996.600
    2220.000      -78.489     -170.168    1051890.047
    2250.000      -77.558     -163.488    1051747.889
    2280.000      -76.480     -157.808    1051570.622
    2310.000      -75.288     -153.009    1051358.863
    2340.000      -74.008     -148.958    1051113.347
    2370.000      -72.659     -145.524    1050834.930
    2400.000      -71.255     -142.599    1050524.581
    2430.000      -69.809     -140.090    1050183.382
    2460.000      -68.328     -137.922    1049812.520
    2490.000      -66.819     -136.037    1049413.289
    2520.000      -65.288     -134.386    1048987.082
    2550.000      -63.737     -132.931    1048535.384
    2580.000      -62.170     -131.640    1048059.774
    2610.000      -60.590     -130.490    1047561.911
    2640.000      -58.999     -129.458    1047043.537
    2670.000      -57.397     -128.529    1046506.463
    2700.000      -55.787     -127.688    1045952.569
    2730.000      -54.170     -126.924    1045383.793
    2760.000      -52.546     -126.227    1044802.129
    2790.000      -50.916     -125.588    1044209.614
    2820.000      -49.281     -125.001    1043608.329
    2850.000      -47.642     -124.459    1043000.383
    2880.000      -45.998     -123.958    1042387.911
    2910.000      -44.350     -123.493    1041773.067
    2940.000      -42.699     -123.060    1041158.014
    2970.000      -41.045     -122.656    1040544.916
    3000.000      -39.388     -122.278    1039935.933
    3030.000      -37.729     -121.923    1039333.212
    3060.000      -36.067     -121.589    1038738.879
    3090.000      -34.403     -121.274    1038155.032
    3120.000      -32.736     -120.976    1037583.733
    3150.000      -31.068     -120.693    1037027.002
    3180.000      -29.398     -120.424    1036486.807
    3210.000      -27.727     -120.168    1035965.060
    3240.000      -26.054     -119.924    1035463.610
    3270.000      -24.380     -119.689    1034984.232
    3300.000      -22.704     -119.464    1034528.628
    3330.000      -21.027     -119.248    1034098.411
    3360.000      -19.350     -119.039    1033695.111
    3390.000      -17.671     -118.837    1033320.158
    3420.000      -15.991     -118.640    1032974.885
    3450.000      -14.311     -118.449    1032660.519
    3480.000      -12.630     -118.263    1032378.178
    3510.000      -10.948     -118.081    1032128.864
    3540.000       -9.266     -117.902    1031913.467
    3570.000       -7.584     -117.726    1031732.751
    3600.000       -5.901     -117.552    1031587.361
    3630.000       -4.218     -117.381    1031477.814
    3660.000       -2.534     -117.210    1031404.500
    3690.000       -0.851     -117.040    1031367.679
    3720.000        0.833     -116.871    1031367.484
    3750.000        2.516     -116.701    1031403.915
    3780.000        4.200     -116.530    1031476.842
    3810.000        5.883     -116.359    1031586.005
