                                24 May 2018 18:54:40
Satellite-RS082


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m) 
------------    ---------    ---------    ----------
       0.000       63.100     -114.373    508842.652
      30.000       61.289     -113.292    508282.403
      60.000       59.467     -112.344    507695.970
      90.000       57.637     -111.505    507085.924
     120.000       55.800     -110.759    506454.939
     150.000       53.957     -110.091    505805.783
     180.000       52.108     -109.490    505141.306
     210.000       50.254     -108.947    504464.431
     240.000       48.396     -108.454    503778.132
     270.000       46.534     -108.004    503085.433
     300.000       44.669     -107.592    502389.385
     330.000       42.800     -107.214    501693.058
     360.000       40.929     -106.865    500999.525
     390.000       39.055     -106.542    500311.852
     420.000       37.179     -106.242    499633.078
     450.000       35.300     -105.962    498966.207
     480.000       33.420     -105.701    498314.194
     510.000       31.537     -105.456    497679.930
     540.000       29.653     -105.226    497066.228
     570.000       27.767     -105.008    496475.814
     600.000       25.880     -104.802    495911.311
     630.000       23.992     -104.607    495375.230
     660.000       22.102     -104.420    494869.956
     690.000       20.211     -104.242    494397.741
     720.000       18.320     -104.071    493960.687
     750.000       16.427     -103.907    493560.744
     780.000       14.533     -103.748    493199.696
     810.000       12.639     -103.593    492879.155
     840.000       10.744     -103.443    492600.551
     870.000        8.849     -103.296    492365.130
     900.000        6.953     -103.152    492173.942
     930.000        5.057     -103.010    492027.844
     960.000        3.160     -102.870    491927.487
     990.000        1.264     -102.731    491873.321
    1020.000       -0.633     -102.592    491865.588
    1050.000       -2.529     -102.452    491904.322
    1080.000       -4.426     -102.312    491989.350
    1110.000       -6.322     -102.171    492120.293
    1140.000       -8.218     -102.028    492296.564
    1170.000      -10.114     -101.882    492517.375
    1200.000      -12.009     -101.733    492781.741
    1230.000      -13.903     -101.580    493088.479
    1260.000      -15.797     -101.423    493436.220
    1290.000      -17.690     -101.260    493823.412
    1320.000      -19.582     -101.091    494248.327
    1350.000      -21.473     -100.916    494709.070
    1380.000      -23.363     -100.732    495203.588
    1410.000      -25.252     -100.540    495729.677
    1440.000      -27.140     -100.338    496284.996
    1470.000      -29.026     -100.124    496867.076
    1500.000      -30.910      -99.898    497473.327
    1530.000      -32.793      -99.658    498101.059
    1560.000      -34.675      -99.403    498747.484
    1590.000      -36.554      -99.129    499409.736
    1620.000      -38.431      -98.836    500084.881
    1650.000      -40.306      -98.521    500769.929
    1680.000      -42.178      -98.181    501461.852
    1710.000      -44.047      -97.813    502157.590
    1740.000      -45.914      -97.413    502854.072
    1770.000      -47.777      -96.976    503548.225
    1800.000      -49.636      -96.498    504236.990
    1830.000      -51.491      -95.972    504917.334
    1860.000      -53.342      -95.392    505586.262
    1890.000      -55.187      -94.747    506240.836
    1920.000      -57.027      -94.028    506878.178
    1950.000      -58.859      -93.222    507495.492
    1980.000      -60.684      -92.312    508090.072
    2010.000      -62.498      -91.279    508659.311
    2040.000      -64.302      -90.096    509200.716
    2070.000      -66.091      -88.731    509711.920
    2100.000      -67.864      -87.142    510190.686
    2130.000      -69.615      -85.272    510634.922
    2160.000      -71.339      -83.049    511042.689
    2190.000      -73.027      -80.372    511412.205
    2220.000      -74.669      -77.106    511741.860
    2250.000      -76.248      -73.066    512030.215
    2280.000      -77.739      -68.004    512276.013
    2310.000      -79.107      -61.599    512478.184
    2340.000      -80.299      -53.484    512635.845
    2370.000      -81.244      -43.362    512748.312
    2400.000      -81.855      -31.274    512815.093
    2430.000      -82.055      -17.926    512835.898
    2460.000      -81.813       -4.649    512810.637
    2490.000      -81.166        7.268    512739.419
    2520.000      -80.193       17.189    512622.555
    2550.000      -78.981       25.123    512460.553
    2580.000      -77.600       31.382    512254.120
    2610.000      -76.099       36.332    512004.154
    2640.000      -74.513       40.288    511711.744
    2670.000      -72.866       43.490    511378.167
    2700.000      -71.173       46.117    511004.876
    2730.000      -69.446       48.303    510593.500
    2760.000      -67.693       50.142    510145.835
    2790.000      -65.919       51.707    509663.836
    2820.000      -64.128       53.053    509149.610
    2850.000      -62.323       54.220    508605.406
    2880.000      -60.507       55.241    508033.604
    2910.000      -58.682       56.140    507436.709
    2940.000      -56.849       56.937    506817.337
    2970.000      -55.009       57.648    506178.204
    3000.000      -53.163       58.286    505522.115
    3030.000      -51.312       58.861    504851.952
    3060.000      -49.456       59.382    504170.662
    3090.000      -47.597       59.856    503481.243
    3120.000      -45.733       60.288    502786.730
    3150.000      -43.866       60.685    502090.186
    3180.000      -41.997       61.051    501394.683
    3210.000      -40.124       61.388    500703.292
    3240.000      -38.249       61.701    500019.070
    3270.000      -36.372       61.992    499345.043
    3300.000      -34.493       62.263    498684.195
    3330.000      -32.611       62.517    498039.455
    3360.000      -30.728       62.756    497413.682
    3390.000      -28.843       62.981    496809.653
    3420.000      -26.957       63.193    496230.052
    3450.000      -25.069       63.394    495677.455
