                                24 May 2018 18:54:40
Satellite-RS052


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m) 
------------    ---------    ---------    ----------
       0.000       81.743      113.350    512803.247
      30.000       81.107      125.203    512732.674
      60.000       80.145      135.106    512616.467
      90.000       78.943      143.051    512455.131
     120.000       77.570      149.335    512249.369
     150.000       76.076      154.314    512000.079
     180.000       74.495      158.298    511708.345
     210.000       72.853      161.526    511375.440
     240.000       71.164      164.177    511002.817
     270.000       69.441      166.383    510592.099
     300.000       67.690      168.241    510145.082
     330.000       65.918      169.823    509663.716
     360.000       64.129      171.183    509150.107
     390.000       62.327      172.363    508606.499
     420.000       60.513      173.395    508035.271
     450.000       58.689      174.304    507438.925
     480.000       56.857      175.111    506820.075
     510.000       55.018      175.830    506181.434
     540.000       53.174      176.476    505525.806
     570.000       51.323      177.058    504856.070
     600.000       49.469      177.585    504175.171
     630.000       47.610      178.065    503486.105
     660.000       45.747      178.504    502791.907
     690.000       43.881      178.906    502095.636
     720.000       42.012      179.277    501400.366
     750.000       40.140      179.619    500709.165
     780.000       38.266      179.936    500025.088
     810.000       36.389     -179.769    499351.163
     840.000       34.510     -179.493    498690.371
     870.000       32.630     -179.235    498045.643
     900.000       30.747     -178.993    497419.836
     930.000       28.863     -178.765    496815.728
     960.000       26.977     -178.549    496236.003
     990.000       25.090     -178.345    495683.238
    1020.000       23.201     -178.150    495159.892
    1050.000       21.311     -177.964    494668.295
    1080.000       19.421     -177.786    494210.636
    1110.000       17.529     -177.615    493788.955
    1140.000       15.636     -177.450    493405.134
    1170.000       13.743     -177.291    493060.883
    1200.000       11.849     -177.135    492757.741
    1230.000        9.954     -176.984    492497.062
    1260.000        8.059     -176.836    492280.008
    1290.000        6.163     -176.690    492107.552
    1320.000        4.267     -176.546    491980.463
    1350.000        2.371     -176.404    491899.311
    1380.000        0.475     -176.262    491864.457
    1410.000       -1.422     -176.120    491876.057
    1440.000       -3.318     -175.978    491934.060
    1470.000       -5.214     -175.835    492038.207
    1500.000       -7.110     -175.691    492188.031
    1530.000       -9.005     -175.544    492382.863
    1560.000      -10.900     -175.394    492621.832
    1590.000      -12.794     -175.241    492903.870
    1620.000      -14.688     -175.084    493227.718
    1650.000      -16.581     -174.921    493591.930
    1680.000      -18.474     -174.753    493994.879
    1710.000      -20.365     -174.579    494434.768
    1740.000      -22.255     -174.397    494909.637
    1770.000      -24.144     -174.207    495417.369
    1800.000      -26.032     -174.008    495955.703
    1830.000      -27.919     -173.798    496522.244
    1860.000      -29.804     -173.576    497114.472
    1890.000      -31.687     -173.341    497729.755
    1920.000      -33.569     -173.091    498365.363
    1950.000      -35.449     -172.825    499018.473
    1980.000      -37.326     -172.540    499686.192
    2010.000      -39.202     -172.234    500365.562
    2040.000      -41.075     -171.905    501053.576
    2070.000      -42.946     -171.549    501747.192
    2100.000      -44.813     -171.163    502443.346
    2130.000      -46.678     -170.743    503138.965
    2160.000      -48.538     -170.284    503830.982
    2190.000      -50.395     -169.782    504516.347
    2220.000      -52.248     -169.228    505192.044
    2250.000      -54.095     -168.615    505855.101
    2280.000      -55.937     -167.934    506502.603
    2310.000      -57.773     -167.173    507131.707
    2340.000      -59.601     -166.317    507739.654
    2370.000      -61.420     -165.349    508323.779
    2400.000      -63.228     -164.247    508881.521
    2430.000      -65.025     -162.982    509410.441
    2460.000      -66.805     -161.517    509908.223
    2490.000      -68.567     -159.805    510372.692
    2520.000      -70.305     -157.784    510801.820
    2550.000      -72.012     -155.370    511193.731
    2580.000      -73.680     -152.449    511546.716
    2610.000      -75.293     -148.870    511859.234
    2640.000      -76.834     -144.423    512129.924
    2670.000      -78.273     -138.835    512357.605
    2700.000      -79.569     -131.767    512541.285
    2730.000      -80.661     -122.870    512680.164
    2760.000      -81.471     -111.959    512773.637
    2790.000      -81.914      -99.326    512821.297
    2820.000      -81.930      -85.959    512822.937
    2850.000      -81.515      -73.233    512778.550
    2880.000      -80.729      -62.182    512688.328
    2910.000      -79.654      -53.144    512552.664
    2940.000      -78.371      -45.957    512372.150
    2970.000      -76.940      -40.275    512147.572
    3000.000      -75.406      -35.757    511879.908
    3030.000      -73.797      -32.124    511570.326
    3060.000      -72.133      -29.162    511220.174
    3090.000      -70.428      -26.716    510830.980
    3120.000      -68.692      -24.670    510404.443
    3150.000      -66.931      -22.938    509942.425
    3180.000      -65.152      -21.458    509446.944
    3210.000      -63.357      -20.179    508920.167
    3240.000      -61.549      -19.066    508364.398
    3270.000      -59.730      -18.090    507782.069
    3300.000      -57.903      -17.227    507175.732
    3330.000      -56.068      -16.459    506548.044
    3360.000      -54.227      -15.773    505901.759
    3390.000      -52.380      -15.156    505239.714
    3420.000      -50.527      -14.598    504564.820
    3450.000      -48.671      -14.092    503880.044
    3480.000      -46.810      -13.630    503188.400
    3510.000      -44.946      -13.208    502492.936
    3540.000      -43.079      -12.820    501796.718
    3570.000      -41.208      -12.462    501102.820
    3600.000      -39.335      -12.131    500414.306
    3630.000      -37.460      -11.823    499734.221
    3660.000      -35.583      -11.537    499065.574
    3690.000      -33.703      -11.269    498411.326
    3720.000      -31.821      -11.018    497774.379
    3750.000      -29.938      -10.782    497157.557
    3780.000      -28.053      -10.560    496563.598
    3810.000      -26.167      -10.349    495995.144
    3840.000      -24.279      -10.149    495454.720
    3870.000      -22.390       -9.958    494944.733
    3900.000      -20.499       -9.776    494467.452
    3930.000      -18.608       -9.601    494025.005
    3960.000      -16.716       -9.432    493619.363
    3990.000      -14.823       -9.270    493252.338
    4020.000      -12.929       -9.112    492925.566
    4050.000      -11.035       -8.959    492640.506
    4080.000       -9.140       -8.809    492398.432
    4110.000       -7.245       -8.662    492200.426
    4140.000       -5.349       -8.517    492047.372
    4170.000       -3.453       -8.374    491939.955
    4200.000       -1.557       -8.232    491878.655
    4230.000        0.340       -8.090    491863.746
    4260.000        2.236       -7.948    491895.294
    4290.000        4.132       -7.806    491973.160
    4320.000        6.028       -7.662    492096.994
    4350.000        7.924       -7.517    492266.242
    4380.000        9.819       -7.369    492480.149
    4410.000       11.714       -7.218    492737.759
    4440.000       13.608       -7.063    493037.919
    4470.000       15.501       -6.903    493379.291
    4500.000       17.394       -6.739    493760.349
    4530.000       19.286       -6.568    494179.394
    4560.000       21.177       -6.391    494634.556
    4590.000       23.067       -6.206    495123.808
    4620.000       24.955       -6.012    495644.968
    4650.000       26.843       -5.808    496195.718
    4680.000       28.729       -5.593    496773.607
    4710.000       30.613       -5.366    497376.065
    4740.000       32.496       -5.124    498000.418
    4770.000       34.377       -4.868    498643.893
    4800.000       36.255       -4.594    499303.636
    4830.000       38.132       -4.300    499976.724
    4860.000       40.007       -3.984    500660.178
    4890.000       41.879       -3.644    501350.972
    4920.000       43.748       -3.276    502046.054
    4950.000       45.614       -2.876    502742.355
    4980.000       47.477       -2.440    503436.802
    5010.000       49.336       -1.963    504126.334
    5040.000       51.191       -1.439    504807.914
    5070.000       53.042       -0.861    505478.543
    5100.000       54.887       -0.220    506135.272
    5130.000       56.726        0.493    506775.216
    5160.000       58.559        1.293    507395.566
    5190.000       60.383        2.195    507993.602
    5220.000       62.198        3.217    508566.702
    5250.000       64.001        4.386    509112.357
    5280.000       65.791        5.732    509628.179
    5310.000       67.565        7.296    510111.912
    5340.000       69.317        9.132    510561.442
    5370.000       71.043       11.310    510974.805
    5400.000       72.734       13.926    511350.197
    5430.000       74.380       17.108    511685.980
    5460.000       75.966       21.031    511980.690
    5490.000       77.467       25.930    512233.041
    5520.000       78.850       32.109    512441.934
    5550.000       80.067       39.924    512606.459
    5580.000       81.048       49.683    512725.899
    5610.000       81.711       61.409    512799.734
    5640.000       81.975       74.516    512827.643
    5670.000       81.802       87.772    512809.503
    5700.000       81.218       99.865    512745.395
    5730.000       80.297      110.055    512635.596
    5760.000       79.124      118.262    512480.586
    5790.000       77.772      124.758    512281.039
    5820.000       76.292      129.901    512037.825
    5850.000       74.722      134.009    511752.003
    5880.000       73.088      137.332    511424.821
    5910.000       71.405      140.055    511057.703
    5940.000       69.686      142.318    510652.253
    5970.000       67.938      144.219    510210.239
    6000.000       66.169      145.836    509733.593
    6030.000       64.383      147.225    509224.398
    6060.000       62.582      148.428    508684.879
    6090.000       60.769      149.480    508117.397
    6120.000       58.947      150.405    507524.438
    6150.000       57.116      151.225    506908.599
    6180.000       55.278      151.956    506272.581
    6210.000       53.434      152.611    505619.175
    6240.000       51.585      153.202    504951.251
    6270.000       49.730      153.736    504271.746
    6300.000       47.872      154.223    503583.649
    6330.000       46.010      154.667    502889.990
    6360.000       44.144      155.074    502193.826
    6390.000       42.276      155.449    501498.228
    6420.000       40.404      155.795    500806.268
    6450.000       38.530      156.115    500121.003
    6480.000       36.654      156.413    499445.464
    6510.000       34.775      156.691    498782.642
    6540.000       32.895      156.952    498135.474
    6570.000       31.013      157.196    497506.828
    6600.000       29.129      157.426    496899.496
    6630.000       27.243      157.643    496316.175
    6660.000       25.356      157.850    495759.457
    6690.000       23.468      158.046    495231.818
    6720.000       21.578      158.232    494735.608
    6750.000       19.687      158.412    494273.036
    6780.000       17.796      158.583    493846.165
    6810.000       15.903      158.749    493456.897
    6840.000       14.010      158.910    493106.970
    6870.000       12.116      159.065    492797.945
    6900.000       10.221      159.217    492531.202
    6930.000        8.326      159.366    492307.934
    6960.000        6.430      159.512    492129.138
    6990.000        4.534      159.656    491995.613
    7020.000        2.638      159.799    491907.956
    7050.000        0.742      159.940    491866.559
    7080.000       -1.154      160.082    491871.608
    7110.000       -3.050      160.224    491923.078
    7140.000       -4.946      160.367    492020.742
    7170.000       -6.842      160.511    492164.161
    7200.000       -8.738      160.658    492352.694
    7230.000      -10.633      160.807    492585.500
