                                 24 May 2018 18:54:43
Satellite-Sat0201


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000       13.782      -83.575    1032568.085
      30.000       15.462      -83.385    1032872.458
      60.000       17.142      -83.190    1033208.097
      90.000       18.821      -82.989    1033573.810
     120.000       20.499      -82.781    1033968.296
     150.000       22.176      -82.566    1034390.156
     180.000       23.851      -82.344    1034837.890
     210.000       25.526      -82.112    1035309.912
     240.000       27.199      -81.870    1035804.547
     270.000       28.871      -81.617    1036320.042
     300.000       30.541      -81.351    1036854.571
     330.000       32.210      -81.072    1037406.243
     360.000       33.876      -80.778    1037973.105
     390.000       35.541      -80.468    1038553.153
     420.000       37.204      -80.139    1039144.339
     450.000       38.864      -79.790    1039744.574
     480.000       40.521      -79.418    1040351.741
     510.000       42.176      -79.022    1040963.700
     540.000       43.828      -78.597    1041578.294
     570.000       45.477      -78.141    1042193.359
     600.000       47.121      -77.651    1042806.732
     630.000       48.762      -77.121    1043416.255
     660.000       50.398      -76.548    1044019.787
     690.000       52.029      -75.925    1044615.210
     720.000       53.655      -75.245    1045200.434
     750.000       55.274      -74.501    1045773.407
     780.000       56.886      -73.684    1046332.121
     810.000       58.490      -72.782    1046874.621
     840.000       60.085      -71.783    1047399.008
     870.000       61.668      -70.670    1047903.447
     900.000       63.239      -69.424    1048386.176
     930.000       64.794      -68.021    1048845.509
     960.000       66.332      -66.433    1049279.841
     990.000       67.848      -64.623    1049687.658
    1020.000       69.337      -62.548    1050067.536
    1050.000       70.794      -60.150    1050418.151
    1080.000       72.212      -57.362    1050738.282
    1110.000       73.578      -54.097    1051026.813
    1140.000       74.881      -50.251    1051282.740
    1170.000       76.102      -45.702    1051505.171
    1200.000       77.217      -40.314    1051693.332
    1230.000       78.197      -33.962    1051846.569
    1260.000       79.006      -26.568    1051964.348
    1290.000       79.604      -18.163    1052046.260
    1320.000       79.952       -8.958    1052092.021
    1350.000       80.026        0.642    1052101.470
    1380.000       79.818       10.113    1052074.575
    1410.000       79.346       18.973    1052011.430
    1440.000       78.641       26.907    1051912.254
    1470.000       77.746       33.796    1051777.392
    1500.000       76.696       39.671    1051607.313
    1530.000       75.527       44.640    1051402.609
    1560.000       74.264       48.835    1051163.992
    1590.000       72.929       52.388    1050892.293
    1620.000       71.537       55.412    1050588.458
    1650.000       70.099       58.003    1050253.545
    1680.000       68.626       60.238    1049888.721
    1710.000       67.123       62.180    1049495.258
    1740.000       65.596       63.878    1049074.527
    1770.000       64.049       65.373    1048627.997
    1800.000       62.486       66.697    1048157.226
    1830.000       60.909       67.877    1047663.858
    1860.000       59.320       68.933    1047149.617
    1890.000       57.721       69.884    1046616.301
    1920.000       56.113       70.743    1046065.775
    1950.000       54.498       71.524    1045499.967
    1980.000       52.875       72.236    1044920.859
    2010.000       51.247       72.888    1044330.480
    2040.000       49.613       73.486    1043730.901
    2070.000       47.975       74.038    1043124.226
    2100.000       46.332       74.548    1042512.586
    2130.000       44.685       75.022    1041898.131
    2160.000       43.035       75.462    1041283.022
    2190.000       41.382       75.873    1040669.424
    2220.000       39.726       76.257    1040059.497
    2250.000       38.067       76.618    1039455.392
    2280.000       36.406       76.957    1038859.239
    2310.000       34.742       77.276    1038273.142
    2340.000       33.076       77.579    1037699.172
    2370.000       31.409       77.865    1037139.356
    2400.000       29.739       78.138    1036595.675
    2430.000       28.069       78.397    1036070.052
    2460.000       26.396       78.644    1035564.349
    2490.000       24.722       78.881    1035080.357
    2520.000       23.047       79.109    1034619.792
    2550.000       21.371       79.328    1034184.288
    2580.000       19.693       79.539    1033775.390
    2610.000       18.015       79.743    1033394.550
    2640.000       16.336       79.941    1033043.120
    2670.000       14.655       80.134    1032722.350
    2700.000       12.975       80.322    1032433.381
    2730.000       11.293       80.505    1032177.239
    2760.000        9.611       80.686    1031954.835
    2790.000        7.929       80.863    1031766.962
    2820.000        6.246       81.037    1031614.288
    2850.000        4.563       81.210    1031497.356
    2880.000        2.880       81.381    1031416.583
    2910.000        1.197       81.552    1031372.256
    2940.000       -0.487       81.722    1031364.533
    2970.000       -2.170       81.892    1031393.442
    3000.000       -3.854       82.063    1031458.880
    3030.000       -5.537       82.235    1031560.613
    3060.000       -7.220       82.409    1031698.280
    3090.000       -8.902       82.585    1031871.390
    3120.000      -10.584       82.764    1032079.328
    3150.000      -12.266       82.946    1032321.352
    3180.000      -13.947       83.132    1032596.603
    3210.000      -15.627       83.323    1032904.101
    3240.000      -17.307       83.518    1033242.752
    3270.000      -18.986       83.720    1033611.354
    3300.000      -20.664       83.928    1034008.596
    3330.000      -22.340       84.143    1034433.069
    3360.000      -24.016       84.367    1034883.264
    3390.000      -25.691       84.600    1035357.586
    3420.000      -27.364       84.843    1035854.351
    3450.000      -29.035       85.097    1036371.800
    3480.000      -30.705       85.364    1036908.101
    3510.000      -32.374       85.644    1037461.354
    3540.000      -34.040       85.940    1038029.602
    3570.000      -35.705       86.252    1038610.838
    3600.000      -37.367       86.583    1039203.007
    3630.000      -39.027       86.934    1039804.018
    3660.000      -40.684       87.308    1040411.752
    3690.000      -42.339       87.707    1041024.066
    3720.000      -43.990       88.135    1041638.803
    3750.000      -45.638       88.594    1042253.797
    3780.000      -47.283       89.088    1042866.887
    3810.000      -48.923       89.621    1043475.916
    3840.000      -50.559       90.200    1044078.744
    3870.000      -52.190       90.828    1044673.256
    3900.000      -53.815       91.514    1045257.365
    3930.000      -55.433       92.264    1045829.025
    3960.000      -57.044       93.089    1046386.230
    3990.000      -58.647       94.000    1046927.032
    4020.000      -60.241       95.010    1047449.537
    4050.000      -61.823       96.135    1047951.919
    4080.000      -63.392       97.395    1048432.421
    4110.000      -64.946       98.815    1048889.364
    4140.000      -66.482      100.423    1049321.155
    4170.000      -67.995      102.256    1049726.285
    4200.000      -69.482      104.361    1050103.342
    4230.000      -70.936      106.793    1050451.012
    4260.000      -72.348      109.625    1050768.083
    4290.000      -73.709      112.942    1051053.450
    4320.000      -75.005      116.851    1051306.120
    4350.000      -76.216      121.477    1051525.213
    4380.000      -77.320      126.954    1051709.967
    4410.000      -78.285      133.406    1051859.738
    4440.000      -79.075      140.904    1051974.006
    4470.000      -79.650      149.400    1052052.374
    4500.000      -79.972      158.665    1052094.568
    4530.000      -80.018      168.276    1052100.442
    4560.000      -79.783      177.707    1052069.976
    4590.000      -79.286     -173.514    1052003.275
    4620.000      -78.561     -165.680    1051900.572
    4650.000      -77.649     -158.894    1051762.223
    4680.000      -76.586     -153.114    1051588.711
    4710.000      -75.407     -148.227    1051380.638
    4740.000      -74.136     -144.101    1051138.729
    4770.000      -72.795     -140.604    1050863.826
    4800.000      -71.397     -137.627    1050556.885
    4830.000      -69.956     -135.074    1050218.977
    4860.000      -68.479     -132.870    1049851.278
    4890.000      -66.974     -130.955    1049455.071
    4920.000      -65.445     -129.278    1049031.736
    4950.000      -63.896     -127.801    1048582.751
