                                 24 May 2018 18:54:43
Satellite-Sat0202


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000       43.251      -76.530    1041363.190
      30.000       44.900      -76.086    1041978.337
      60.000       46.547      -75.608    1042592.547
      90.000       48.189      -75.093    1043203.661
     120.000       49.827      -74.535    1043809.531
     150.000       51.460      -73.930    1044408.029
     180.000       53.087      -73.271    1044997.055
     210.000       54.709      -72.551    1045574.543
     240.000       56.323      -71.760    1046138.469
     270.000       57.930      -70.889    1046686.859
     300.000       59.528      -69.926    1047217.792
     330.000       61.116      -68.854    1047729.411
     360.000       62.691      -67.657    1048219.929
     390.000       64.252      -66.312    1048687.631
     420.000       65.796      -64.793    1049130.883
     450.000       67.320      -63.065    1049548.140
     480.000       68.820      -61.088    1049937.944
     510.000       70.289      -58.811    1050298.938
     540.000       71.721      -56.168    1050629.862
     570.000       73.107      -53.081    1050929.564
     600.000       74.434      -49.451    1051197.000
     630.000       75.685      -45.162    1051431.240
     660.000       76.841      -40.083    1051631.466
     690.000       77.872      -34.081    1051796.984
     720.000       78.745      -27.055    1051927.217
     750.000       79.421      -18.990    1052021.712
     780.000       79.861      -10.028    1052080.140
     810.000       80.032       -0.510    1052102.298
     840.000       79.922        9.067    1052088.109
     870.000       79.539       18.187    1052037.623
     900.000       78.912       26.467    1051951.015
     930.000       78.078       33.725    1051828.586
     960.000       77.078       39.945    1051670.763
     990.000       75.948       45.215    1051478.093
    1020.000       74.715       49.666    1051251.248
    1050.000       73.403       53.429    1050991.017
    1080.000       72.029       56.627    1050698.306
    1110.000       70.606       59.359    1050374.135
    1140.000       69.145       61.711    1050019.632
    1170.000       67.651       63.749    1049636.034
    1200.000       66.132       65.528    1049224.677
    1230.000       64.592       67.090    1048786.997
    1260.000       63.035       68.470    1048324.521
    1290.000       61.462       69.698    1047838.863
    1320.000       59.877       70.795    1047331.721
    1350.000       58.282       71.781    1046804.867
    1380.000       56.677       72.671    1046260.144
    1410.000       55.064       73.478    1045699.458
    1440.000       53.443       74.213    1045124.773
    1470.000       51.817       74.885    1044538.102
    1500.000       50.185       75.501    1043941.503
    1530.000       48.548       76.069    1043337.069
    1560.000       46.907       76.593    1042726.922
    1590.000       45.262       77.079    1042113.206
    1620.000       43.613       77.530    1041498.080
    1650.000       41.961       77.951    1040883.707
    1680.000       40.305       78.344    1040272.251
    1710.000       38.647       78.713    1039665.866
    1740.000       36.987       79.059    1039066.692
    1770.000       35.324       79.385    1038476.841
    1800.000       33.659       79.694    1037898.396
    1830.000       31.992       79.985    1037333.403
    1860.000       30.324       80.262    1036783.857
    1890.000       28.653       80.526    1036251.704
    1920.000       26.981       80.778    1035738.827
    1950.000       25.308       81.018    1035247.043
    1980.000       23.633       81.249    1034778.095
    2010.000       21.957       81.471    1034333.646
    2040.000       20.280       81.685    1033915.273
    2070.000       18.602       81.891    1033524.461
    2100.000       16.923       82.091    1033162.599
    2130.000       15.243       82.286    1032830.972
    2160.000       13.563       82.475    1032530.758
    2190.000       11.881       82.660    1032263.026
    2220.000       10.200       82.842    1032028.727
    2250.000        8.517       83.020    1031828.695
    2280.000        6.835       83.195    1031663.643
    2310.000        5.152       83.368    1031534.157
    2340.000        3.469       83.540    1031440.699
    2370.000        1.785       83.711    1031383.601
    2400.000        0.102       83.881    1031363.067
    2430.000       -1.582       84.051    1031379.170
    2460.000       -3.265       84.222    1031431.853
    2490.000       -4.948       84.394    1031520.927
    2520.000       -6.631       84.567    1031646.076
    2550.000       -8.314       84.742    1031806.855
    2580.000       -9.996       84.920    1032002.690
    2610.000      -11.678       85.101    1032232.886
    2640.000      -13.359       85.285    1032496.622
    2670.000      -15.040       85.474    1032792.960
    2700.000      -16.720       85.668    1033120.848
    2730.000      -18.399       85.867    1033479.119
    2760.000      -20.077       86.073    1033866.500
    2790.000      -21.754       86.286    1034281.616
    2820.000      -23.430       86.507    1034722.992
    2850.000      -25.105       86.736    1035189.063
    2880.000      -26.779       86.976    1035678.176
    2910.000      -28.451       87.226    1036188.597
    2940.000      -30.122       87.488    1036718.517
    2970.000      -31.790       87.763    1037266.061
    3000.000      -33.458       88.053    1037829.291
    3030.000      -35.123       88.359    1038406.216
    3060.000      -36.786       88.683    1038994.797
    3090.000      -38.447       89.027    1039592.956
    3120.000      -40.105       89.393    1040198.581
    3150.000      -41.761       89.783    1040809.538
    3180.000      -43.413       90.200    1041423.673
    3210.000      -45.062       90.648    1042038.824
    3240.000      -46.708       91.129    1042652.825
    3270.000      -48.350       91.649    1043263.518
    3300.000      -49.987       92.211    1043868.757
    3330.000      -51.620       92.821    1044466.417
    3360.000      -53.247       93.485    1045054.399
    3390.000      -54.868       94.212    1045630.642
    3420.000      -56.482       95.010    1046193.128
    3450.000      -58.088       95.889    1046739.885
    3480.000      -59.685       96.863    1047269.000
    3510.000      -61.271       97.946    1047778.622
    3540.000      -62.845       99.156    1048266.971
    3570.000      -64.405      100.517    1048732.339
    3600.000      -65.947      102.056    1049173.102
    3630.000      -67.469      103.806    1049587.722
    3660.000      -68.965      105.810    1049974.752
    3690.000      -70.432      108.120    1050332.842
    3720.000      -71.860      110.803    1050660.745
    3750.000      -73.240      113.939    1050957.319
    3780.000      -74.560      117.628    1051221.530
    3810.000      -75.804      121.988    1051452.458
    3840.000      -76.948      127.152    1051649.300
    3870.000      -77.965      133.251    1051811.371
    3900.000      -78.821      140.381    1051938.107
    3930.000      -79.475      148.544    1052029.067
    3960.000      -79.890      157.579    1052083.935
    3990.000      -80.034      167.127    1052102.520
    4020.000      -79.896      176.680    1052084.758
    4050.000      -79.488     -174.269    1052030.709
    4080.000      -78.838     -166.084    1051940.563
    4110.000      -77.987     -158.930    1051814.632
    4140.000      -76.973     -152.808    1051653.355
    4170.000      -75.831     -147.624    1051457.292
    4200.000      -74.589     -143.247    1051227.127
    4230.000      -73.271     -139.544    1050963.659
    4260.000      -71.891     -136.397    1050667.807
    4290.000      -70.464     -133.705    1050340.601
    4320.000      -68.999     -131.387    1049983.180
    4350.000      -67.503     -129.377    1049596.791
    4380.000      -65.982     -127.621    1049182.780
    4410.000      -64.440     -126.079    1048742.592
    4440.000      -62.881     -124.714    1048277.763
    4470.000      -61.307     -123.500    1047789.916
    4500.000      -59.721     -122.415    1047280.755
    4530.000      -58.124     -121.439    1046752.061
    4560.000      -56.518     -120.558    1046205.682
    4590.000      -54.905     -119.758    1045643.531
    4620.000      -53.284     -119.030    1045067.577
    4650.000      -51.657     -118.364    1044479.838
    4680.000      -50.024     -117.753    1043882.374
    4710.000      -48.387     -117.190    1043277.283
    4740.000      -46.745     -116.669    1042666.690
    4770.000      -45.100     -116.187    1042052.739
    4800.000      -43.451     -115.739    1041437.591
    4830.000      -41.798     -115.321    1040823.409
    4860.000      -40.143     -114.930    1040212.356
    4890.000      -38.484     -114.564    1039606.586
    4920.000      -36.824     -114.220    1039008.235
    4950.000      -35.161     -113.895    1038419.414
    4980.000      -33.495     -113.589    1037842.203
    5010.000      -31.828     -113.298    1037278.640
    5040.000      -30.159     -113.023    1036730.720
    5070.000      -28.489     -112.760    1036200.380
    5100.000      -26.817     -112.510    1035689.497
    5130.000      -25.143     -112.270    1035199.883
    5160.000      -23.468     -112.040    1034733.272
    5190.000      -21.792     -111.819    1034291.319
    5220.000      -20.115     -111.606    1033875.593
    5250.000      -18.437     -111.400    1033487.568
    5280.000      -16.758     -111.201    1033128.624
    5310.000      -15.078     -111.007    1032800.035
    5340.000      -13.397     -110.818    1032502.970
    5370.000      -11.716     -110.633    1032238.486
    5400.000      -10.034     -110.452    1032007.522
    5430.000       -8.352     -110.275    1031810.901
    5460.000       -6.669     -110.099    1031649.322
    5490.000       -4.986     -109.926    1031523.361
    5520.000       -3.303     -109.755    1031433.467
    5550.000       -1.620     -109.584    1031379.958
    5580.000        0.064     -109.414    1031363.026
    5610.000        1.747     -109.243    1031382.732
    5640.000        3.431     -109.073    1031439.004
    5670.000        5.114     -108.901    1031531.642
    5700.000        6.797     -108.728    1031660.318
    5730.000        8.479     -108.552    1031824.571
    5760.000       10.162     -108.374    1032023.819
    5790.000       11.843     -108.193    1032257.351
    5820.000       13.525     -108.008    1032524.337
    5850.000       15.205     -107.819    1032823.828
    5880.000       16.885     -107.624    1033154.757
    5910.000       18.564     -107.424    1033515.949
    5940.000       20.242     -107.218    1033906.121
    5970.000       21.919     -107.004    1034323.886
    6000.000       23.595     -106.783    1034767.762
    6030.000       25.270     -106.552    1035236.174
    6060.000       26.943     -106.312    1035727.461
    6090.000       28.615     -106.061    1036239.881
    6120.000       30.286     -105.797    1036771.619
    6150.000       31.955     -105.521    1037320.792
    6180.000       33.622     -105.229    1037885.459
    6210.000       35.287     -104.921    1038463.621
    6240.000       36.949     -104.595    1039053.237
    6270.000       38.610     -104.249    1039652.224
    6300.000       40.268     -103.881    1040258.470
    6330.000       41.923     -103.489    1040869.835
    6360.000       43.576     -103.069    1041484.166
    6390.000       45.225     -102.618    1042099.300
    6420.000       46.870     -102.133    1042713.072
    6450.000       48.511     -101.610    1043323.323
    6480.000       50.148     -101.043    1043927.911
    6510.000       51.780     -100.428    1044524.711
    6540.000       53.407      -99.758    1045111.630
    6570.000       55.027      -99.024    1045686.609
    6600.000       56.640      -98.219    1046247.634
    6630.000       58.245      -97.331    1046792.740
    6660.000       59.841      -96.347    1047320.019
    6690.000       61.427      -95.253    1047827.628
