                              24 May 2018 18:54:39
Aircraft-Aircraft3


Time (EpSec)    Lat (deg)    Lon (deg)    Alt (km)
    3120.000       24.096      111.938    3.048000
    3150.000       24.114      111.925    3.048000
    3180.000       24.131      111.913    3.048000
    3210.000       24.149      111.900    3.048000
    3240.000       24.166      111.888    3.048000
    3270.000       24.184      111.875    3.048000
    3300.000       24.201      111.863    3.048000
    3330.000       24.219      111.850    3.048000
    3360.000       24.236      111.838    3.048000
    3390.000       24.253      111.825    3.048000
    3420.000       24.271      111.813    3.048000
    3450.000       24.288      111.800    3.048000
    3480.000       24.306      111.787    3.048000
    3510.000       24.323      111.775    3.048000
    3540.000       24.341      111.762    3.048000
    3570.000       24.358      111.750    3.048000
    3600.000       24.375      111.737    3.048000
    3630.000       24.393      111.724    3.048000
    3660.000       24.410      111.712    3.048000
    3690.000       24.428      111.699    3.048000
    3720.000       24.445      111.687    3.048000
    3750.000       24.462      111.674    3.048000
    3780.000       24.480      111.662    3.048000
    3810.000       24.497      111.649    3.048000
    3840.000       24.515      111.636    3.048000
    3870.000       24.532      111.624    3.048000
    3900.000       24.550      111.611    3.048000
    3930.000       24.567      111.598    3.048000
    3960.000       24.584      111.586    3.048000
    3990.000       24.602      111.573    3.048000
    4020.000       24.619      111.561    3.048000
    4050.000       24.637      111.548    3.048000
    4080.000       24.654      111.535    3.048000
    4110.000       24.671      111.523    3.048000
    4140.000       24.689      111.510    3.048000
    4170.000       24.706      111.497    3.048000
    4200.000       24.724      111.485    3.048000
    4230.000       24.741      111.472    3.048000
    4260.000       24.758      111.459    3.048000
    4290.000       24.776      111.447    3.048000
    4320.000       24.793      111.434    3.048000
    4350.000       24.811      111.421    3.048000
    4380.000       24.828      111.409    3.048000
    4410.000       24.845      111.396    3.048000
    4440.000       24.863      111.383    3.048000
    4470.000       24.880      111.371    3.048000
    4500.000       24.898      111.358    3.048000
    4530.000       24.915      111.345    3.048000
    4560.000       24.932      111.333    3.048000
    4590.000       24.950      111.320    3.048000
    4620.000       24.967      111.307    3.048000
    4650.000       24.985      111.294    3.048000
    4680.000       25.002      111.282    3.048000
    4710.000       25.019      111.269    3.048000
    4740.000       25.037      111.256    3.048000
    4770.000       25.054      111.244    3.048000
    4800.000       25.071      111.231    3.048000
    4830.000       25.089      111.218    3.048000
    4860.000       25.106      111.205    3.048000
    4890.000       25.124      111.193    3.048000
    4920.000       25.141      111.180    3.048000
    4950.000       25.158      111.167    3.048000
    4980.000       25.176      111.154    3.048000
    5010.000       25.193      111.142    3.048000
    5040.000       25.210      111.129    3.048000
    5070.000       25.228      111.116    3.048000
    5100.000       25.245      111.103    3.048000
    5130.000       25.263      111.091    3.048000
    5160.000       25.280      111.078    3.048000
    5190.000       25.297      111.065    3.048000
    5220.000       25.315      111.052    3.048000
    5250.000       25.332      111.040    3.048000
    5280.000       25.349      111.027    3.048000
    5310.000       25.367      111.014    3.048000
    5340.000       25.384      111.001    3.048000
    5370.000       25.401      110.988    3.048000
    5400.000       25.419      110.976    3.048000
    5430.000       25.436      110.963    3.048000
    5460.000       25.453      110.950    3.048000
    5490.000       25.471      110.937    3.048000
    5520.000       25.488      110.924    3.048000
    5550.000       25.506      110.912    3.048000
    5580.000       25.523      110.899    3.048000
    5610.000       25.540      110.886    3.048000
    5640.000       25.558      110.873    3.048000
    5670.000       25.575      110.860    3.048000
    5700.000       25.592      110.848    3.048000
    5730.000       25.610      110.835    3.048000
    5760.000       25.627      110.822    3.048000
    5790.000       25.644      110.809    3.048000
    5820.000       25.662      110.796    3.048000
    5850.000       25.679      110.783    3.048000
    5880.000       25.696      110.770    3.048000
    5910.000       25.714      110.758    3.048000
    5940.000       25.731      110.745    3.048000
    5970.000       25.748      110.732    3.048000
    6000.000       25.766      110.719    3.048000
    6030.000       25.783      110.706    3.048000
    6060.000       25.800      110.693    3.048000
    6090.000       25.818      110.680    3.048000
    6120.000       25.835      110.668    3.048000
    6150.000       25.852      110.655    3.048000
    6180.000       25.870      110.642    3.048000
    6210.000       25.887      110.629    3.048000
    6240.000       25.904      110.616    3.048000
    6270.000       25.922      110.603    3.048000
    6300.000       25.939      110.590    3.048000
    6330.000       25.956      110.577    3.048000
    6360.000       25.974      110.564    3.048000
    6390.000       25.991      110.551    3.048000
    6420.000       26.008      110.538    3.048000
    6450.000       26.026      110.526    3.048000
    6480.000       26.043      110.513    3.048000
    6510.000       26.060      110.500    3.048000
    6540.000       26.077      110.487    3.048000
    6570.000       26.095      110.474    3.048000
    6600.000       26.112      110.461    3.048000
    6630.000       26.129      110.448    3.048000
    6660.000       26.147      110.435    3.048000
    6690.000       26.164      110.422    3.048000
    6720.000       26.181      110.409    3.048000
    6750.000       26.199      110.396    3.048000
    6780.000       26.216      110.383    3.048000
    6810.000       26.233      110.370    3.048000
    6840.000       26.250      110.357    3.048000
    6870.000       26.268      110.344    3.048000
    6900.000       26.285      110.331    3.048000
    6930.000       26.302      110.318    3.048000
    6960.000       26.320      110.305    3.048000
    6990.000       26.337      110.292    3.048000
    7020.000       26.354      110.279    3.048000
    7050.000       26.372      110.266    3.048000
    7080.000       26.389      110.253    3.048000
    7110.000       26.406      110.240    3.048000
    7140.000       26.423      110.227    3.048000
    7170.000       26.441      110.214    3.048000
    7200.000       26.458      110.201    3.048000
    7230.000       26.475      110.188    3.048000
    7260.000       26.493      110.175    3.048000
    7290.000       26.510      110.162    3.048000
    7320.000       26.527      110.149    3.048000
    7350.000       26.544      110.136    3.048000
    7380.000       26.562      110.123    3.048000
    7410.000       26.579      110.110    3.048000
    7440.000       26.596      110.097    3.048000
    7470.000       26.614      110.084    3.048000
    7500.000       26.631      110.071    3.048000
    7530.000       26.648      110.058    3.048000
    7560.000       26.665      110.045    3.048000
    7590.000       26.683      110.032    3.048000
    7620.000       26.700      110.018    3.048000
    7650.000       26.717      110.005    3.048000
    7680.000       26.734      109.992    3.048000
    7710.000       26.752      109.979    3.048000
    7740.000       26.769      109.966    3.048000
    7770.000       26.786      109.953    3.048000
    7800.000       26.803      109.940    3.048000
    7830.000       26.821      109.927    3.048000
    7860.000       26.838      109.914    3.048000
    7890.000       26.855      109.901    3.048000
    7920.000       26.872      109.887    3.048000
    7950.000       26.890      109.874    3.048000
    7980.000       26.907      109.861    3.048000
    8010.000       26.924      109.848    3.048000
    8040.000       26.941      109.835    3.048000
    8070.000       26.959      109.822    3.048000
    8100.000       26.976      109.809    3.048000
    8130.000       26.993      109.796    3.048000
    8160.000       27.010      109.782    3.048000
    8190.000       27.028      109.769    3.048000
    8220.000       27.045      109.756    3.048000
    8250.000       27.062      109.743    3.048000
    8280.000       27.079      109.730    3.048000
    8310.000       27.097      109.717    3.048000
    8340.000       27.114      109.703    3.048000
    8370.000       27.131      109.690    3.048000
    8400.000       27.148      109.677    3.048000
    8430.000       27.166      109.664    3.048000
    8460.000       27.183      109.651    3.048000
    8490.000       27.200      109.638    3.048000
    8520.000       27.217      109.624    3.048000
    8550.000       27.235      109.611    3.048000
    8580.000       27.252      109.598    3.048000
    8610.000       27.269      109.585    3.048000
    8640.000       27.286      109.572    3.048000
    8670.000       27.303      109.558    3.048000
    8700.000       27.321      109.545    3.048000
    8730.000       27.338      109.532    3.048000
    8760.000       27.355      109.519    3.048000
    8790.000       27.372      109.505    3.048000
    8820.000       27.390      109.492    3.048000
    8850.000       27.407      109.479    3.048000
    8880.000       27.424      109.466    3.048000
    8910.000       27.441      109.452    3.048000
    8940.000       27.458      109.439    3.048000
    8970.000       27.476      109.426    3.048000
    9000.000       27.493      109.413    3.048000
    9030.000       27.510      109.399    3.048000
    9060.000       27.527      109.386    3.048000
    9090.000       27.544      109.373    3.048000
    9120.000       27.562      109.360    3.048000
    9150.000       27.579      109.346    3.048000
    9180.000       27.596      109.333    3.048000
    9210.000       27.613      109.320    3.048000
    9240.000       27.630      109.306    3.048000
    9270.000       27.648      109.293    3.048000
    9300.000       27.665      109.280    3.048000
    9330.000       27.682      109.267    3.048000
    9360.000       27.699      109.253    3.048000
    9390.000       27.716      109.240    3.048000
    9420.000       27.734      109.227    3.048000
    9450.000       27.751      109.213    3.048000
    9480.000       27.768      109.200    3.048000
    9510.000       27.785      109.187    3.048000
    9540.000       27.802      109.173    3.048000
    9570.000       27.820      109.160    3.048000
    9600.000       27.837      109.147    3.048000
    9630.000       27.854      109.133    3.048000
    9660.000       27.871      109.120    3.048000
    9690.000       27.888      109.107    3.048000
    9720.000       27.905      109.093    3.048000
    9750.000       27.923      109.080    3.048000
    9780.000       27.940      109.066    3.048000
    9810.000       27.957      109.053    3.048000
    9840.000       27.974      109.040    3.048000
    9870.000       27.991      109.026    3.048000
    9900.000       28.009      109.013    3.048000
    9930.000       28.026      109.000    3.048000
    9960.000       28.043      108.986    3.048000
    9990.000       28.060      108.973    3.048000
   10020.000       28.077      108.959    3.048000
   10050.000       28.094      108.946    3.048000
   10080.000       28.112      108.933    3.048000
   10110.000       28.129      108.919    3.048000
   10140.000       28.146      108.906    3.048000
   10170.000       28.163      108.892    3.048000
   10200.000       28.180      108.879    3.048000
   10230.000       28.197      108.865    3.048000
   10260.000       28.214      108.852    3.048000
   10290.000       28.232      108.839    3.048000
   10320.000       28.249      108.825    3.048000
   10350.000       28.266      108.812    3.048000
   10380.000       28.283      108.798    3.048000
   10410.000       28.300      108.785    3.048000
   10440.000       28.317      108.771    3.048000
   10470.000       28.334      108.758    3.048000
   10500.000       28.352      108.744    3.048000
   10530.000       28.369      108.731    3.048000
   10560.000       28.386      108.717    3.048000
   10590.000       28.403      108.704    3.048000
   10620.000       28.420      108.690    3.048000
   10650.000       28.437      108.677    3.048000
   10680.000       28.454      108.663    3.048000
   10710.000       28.472      108.650    3.048000
   10740.000       28.489      108.636    3.048000
   10770.000       28.506      108.623    3.048000
   10800.000       28.523      108.609    3.048000
   10830.000       28.540      108.596    3.048000
   10860.000       28.557      108.582    3.048000
   10890.000       28.574      108.569    3.048000
   10920.000       28.591      108.555    3.048000
   10950.000       28.609      108.542    3.048000
   10980.000       28.626      108.528    3.048000
   11010.000       28.643      108.515    3.048000
   11040.000       28.660      108.501    3.048000
   11070.000       28.677      108.488    3.048000
   11100.000       28.694      108.474    3.048000
   11130.000       28.711      108.460    3.048000
   11160.000       28.728      108.447    3.048000
   11190.000       28.746      108.433    3.048000
   11220.000       28.763      108.420    3.048000
   11250.000       28.780      108.406    3.048000
   11280.000       28.797      108.393    3.048000
   11310.000       28.814      108.379    3.048000
   11340.000       28.831      108.365    3.048000
   11370.000       28.848      108.352    3.048000
   11400.000       28.865      108.338    3.048000
   11430.000       28.882      108.325    3.048000
   11460.000       28.899      108.311    3.048000
   11490.000       28.917      108.297    3.048000
   11520.000       28.934      108.284    3.048000
   11550.000       28.951      108.270    3.048000
   11580.000       28.968      108.256    3.048000
   11610.000       28.985      108.243    3.048000
   11640.000       29.002      108.229    3.048000
   11670.000       29.019      108.216    3.048000
   11700.000       29.036      108.202    3.048000
   11730.000       29.053      108.188    3.048000
   11760.000       29.070      108.175    3.048000
   11790.000       29.087      108.161    3.048000
   11820.000       29.105      108.147    3.048000
   11850.000       29.122      108.134    3.048000
   11880.000       29.139      108.120    3.048000
   11910.000       29.156      108.106    3.048000
   11940.000       29.173      108.093    3.048000
   11970.000       29.190      108.079    3.048000
   12000.000       29.207      108.065    3.048000
   12030.000       29.224      108.051    3.048000
   12060.000       29.241      108.038    3.048000
   12090.000       29.258      108.024    3.048000
   12120.000       29.275      108.010    3.048000
   12150.000       29.292      107.997    3.048000
   12180.000       29.309      107.983    3.048000
   12210.000       29.326      107.969    3.048000
   12240.000       29.344      107.955    3.048000
   12270.000       29.361      107.942    3.048000
   12300.000       29.378      107.928    3.048000
   12330.000       29.395      107.914    3.048000
   12360.000       29.412      107.900    3.048000
   12390.000       29.429      107.887    3.048000
   12420.000       29.446      107.873    3.048000
   12450.000       29.463      107.859    3.048000
   12480.000       29.480      107.845    3.048000
   12510.000       29.497      107.832    3.048000
   12540.000       29.514      107.818    3.048000
   12570.000       29.531      107.804    3.048000
   12600.000       29.548      107.790    3.048000
   12630.000       29.565      107.777    3.048000
   12660.000       29.582      107.763    3.048000
   12690.000       29.599      107.749    3.048000
   12720.000       29.616      107.735    3.048000
   12750.000       29.633      107.721    3.048000
   12780.000       29.650      107.708    3.048000
   12810.000       29.667      107.694    3.048000
   12840.000       29.684      107.680    3.048000
   12870.000       29.701      107.666    3.048000
   12900.000       29.719      107.652    3.048000
   12930.000       29.736      107.638    3.048000
   12960.000       29.753      107.625    3.048000
   12990.000       29.770      107.611    3.048000
   13020.000       29.787      107.597    3.048000
   13050.000       29.804      107.583    3.048000
   13080.000       29.821      107.569    3.048000
   13110.000       29.838      107.555    3.048000
   13140.000       29.855      107.541    3.048000
   13170.000       29.872      107.528    3.048000
   13200.000       29.889      107.514    3.048000
   13230.000       29.906      107.500    3.048000
   13260.000       29.923      107.486    3.048000
   13290.000       29.940      107.472    3.048000
   13320.000       29.957      107.458    3.048000
   13350.000       29.974      107.444    3.048000
   13380.000       29.991      107.430    3.048000
   13410.000       30.008      107.416    3.048000
   13440.000       30.025      107.403    3.048000
   13470.000       30.042      107.389    3.048000
   13500.000       30.059      107.375    3.048000
   13530.000       30.076      107.361    3.048000
   13560.000       30.093      107.347    3.048000
   13590.000       30.110      107.333    3.048000
   13620.000       30.127      107.319    3.048000
   13650.000       30.144      107.305    3.048000
   13680.000       30.161      107.291    3.048000
   13710.000       30.178      107.277    3.048000
   13740.000       30.195      107.263    3.048000
   13770.000       30.212      107.249    3.048000
   13800.000       30.229      107.235    3.048000
   13830.000       30.246      107.221    3.048000
   13860.000       30.263      107.207    3.048000
   13890.000       30.280      107.193    3.048000
   13920.000       30.297      107.179    3.048000
   13950.000       30.314      107.165    3.048000
   13980.000       30.331      107.151    3.048000
   14010.000       30.348      107.137    3.048000
   14040.000       30.365      107.123    3.048000
   14070.000       30.381      107.109    3.048000
   14100.000       30.398      107.095    3.048000
   14130.000       30.415      107.081    3.048000
   14160.000       30.432      107.067    3.048000
   14190.000       30.449      107.053    3.048000
   14220.000       30.466      107.039    3.048000
   14250.000       30.483      107.025    3.048000
   14280.000       30.500      107.011    3.048000
   14310.000       30.517      106.997    3.048000
   14340.000       30.534      106.983    3.048000
   14370.000       30.551      106.969    3.048000
   14400.000       30.568      106.955    3.048000
   14430.000       30.585      106.941    3.048000
   14460.000       30.602      106.927    3.048000
   14490.000       30.619      106.912    3.048000
   14520.000       30.636      106.898    3.048000
   14550.000       30.653      106.884    3.048000
   14580.000       30.670      106.870    3.048000
   14610.000       30.687      106.856    3.048000
   14640.000       30.704      106.842    3.048000
   14670.000       30.721      106.828    3.048000
   14700.000       30.738      106.814    3.048000
   14730.000       30.754      106.800    3.048000
   14760.000       30.771      106.786    3.048000
   14790.000       30.788      106.771    3.048000
   14820.000       30.805      106.757    3.048000
   14850.000       30.822      106.743    3.048000
   14880.000       30.839      106.729    3.048000
   14910.000       30.856      106.715    3.048000
   14940.000       30.873      106.701    3.048000
   14970.000       30.890      106.687    3.048000
   15000.000       30.907      106.672    3.048000
   15030.000       30.924      106.658    3.048000
   15060.000       30.941      106.644    3.048000
   15090.000       30.958      106.630    3.048000
   15120.000       30.974      106.616    3.048000
   15150.000       30.991      106.601    3.048000
   15180.000       31.008      106.587    3.048000
   15210.000       31.025      106.573    3.048000
   15240.000       31.042      106.559    3.048000
   15270.000       31.059      106.545    3.048000
   15300.000       31.076      106.530    3.048000
   15330.000       31.093      106.516    3.048000
   15360.000       31.110      106.502    3.048000
   15390.000       31.127      106.488    3.048000
   15420.000       31.144      106.473    3.048000
   15450.000       31.160      106.459    3.048000
   15480.000       31.177      106.445    3.048000
   15510.000       31.194      106.431    3.048000
   15540.000       31.211      106.416    3.048000
   15570.000       31.228      106.402    3.048000
   15600.000       31.245      106.388    3.048000
   15630.000       31.262      106.374    3.048000
   15660.000       31.279      106.359    3.048000
   15690.000       31.296      106.345    3.048000
   15720.000       31.312      106.331    3.048000
   15750.000       31.329      106.317    3.048000
   15780.000       31.346      106.302    3.048000
   15810.000       31.363      106.288    3.048000
   15840.000       31.380      106.274    3.048000
   15870.000       31.397      106.259    3.048000
   15900.000       31.414      106.245    3.048000
   15930.000       31.431      106.231    3.048000
   15960.000       31.447      106.216    3.048000
   15990.000       31.464      106.202    3.048000
   16020.000       31.481      106.188    3.048000
   16050.000       31.498      106.173    3.048000
   16080.000       31.515      106.159    3.048000
   16110.000       31.532      106.145    3.048000
   16140.000       31.549      106.130    3.048000
   16170.000       31.565      106.116    3.048000
   16200.000       31.582      106.102    3.048000
   16230.000       31.599      106.087    3.048000
   16260.000       31.616      106.073    3.048000
   16290.000       31.633      106.058    3.048000
   16320.000       31.650      106.044    3.048000
   16350.000       31.667      106.030    3.048000
   16380.000       31.683      106.015    3.048000
   16410.000       31.700      106.001    3.048000
   16440.000       31.717      105.986    3.048000
   16470.000       31.734      105.972    3.048000
   16500.000       31.751      105.958    3.048000
   16530.000       31.768      105.943    3.048000
   16560.000       31.785      105.929    3.048000
   16590.000       31.801      105.914    3.048000
   16620.000       31.818      105.900    3.048000
   16650.000       31.835      105.885    3.048000
   16680.000       31.852      105.871    3.048000
   16710.000       31.869      105.856    3.048000
   16740.000       31.885      105.842    3.048000
   16770.000       31.902      105.828    3.048000
   16800.000       31.919      105.813    3.048000
   16830.000       31.936      105.799    3.048000
   16860.000       31.953      105.784    3.048000
   16890.000       31.970      105.770    3.048000
   16920.000       31.986      105.755    3.048000
   16950.000       32.003      105.741    3.048000
   16980.000       32.020      105.726    3.048000
   17010.000       32.037      105.712    3.048000
   17040.000       32.054      105.697    3.048000
   17070.000       32.070      105.683    3.048000
   17100.000       32.087      105.668    3.048000
   17130.000       32.104      105.654    3.048000
   17160.000       32.121      105.639    3.048000
   17190.000       32.138      105.624    3.048000
   17220.000       32.155      105.610    3.048000
   17250.000       32.171      105.595    3.048000
   17280.000       32.188      105.581    3.048000
   17310.000       32.205      105.566    3.048000
   17340.000       32.222      105.552    3.048000
   17370.000       32.238      105.537    3.048000
   17400.000       32.255      105.522    3.048000
   17430.000       32.272      105.508    3.048000
   17460.000       32.289      105.493    3.048000
   17490.000       32.306      105.479    3.048000
   17520.000       32.322      105.464    3.048000
   17550.000       32.339      105.449    3.048000
   17580.000       32.356      105.435    3.048000
   17610.000       32.373      105.420    3.048000
   17640.000       32.390      105.406    3.048000
   17670.000       32.406      105.391    3.048000
   17700.000       32.423      105.376    3.048000
   17730.000       32.440      105.362    3.048000
   17760.000       32.457      105.347    3.048000
   17790.000       32.473      105.332    3.048000
   17820.000       32.490      105.318    3.048000
   17850.000       32.507      105.303    3.048000
   17880.000       32.524      105.288    3.048000
   17910.000       32.540      105.274    3.048000
   17940.000       32.557      105.259    3.048000
   17970.000       32.574      105.244    3.048000
   18000.000       32.591      105.230    3.048000
   18030.000       32.607      105.215    3.048000
   18060.000       32.624      105.200    3.048000
   18090.000       32.641      105.186    3.048000
   18120.000       32.658      105.171    3.048000
   18150.000       32.674      105.156    3.048000
   18180.000       32.691      105.142    3.048000
   18210.000       32.708      105.127    3.048000
   18240.000       32.725      105.112    3.048000
   18270.000       32.741      105.097    3.048000
   18300.000       32.758      105.083    3.048000
   18330.000       32.775      105.068    3.048000
   18360.000       32.792      105.053    3.048000
   18390.000       32.808      105.038    3.048000
   18420.000       32.825      105.024    3.048000
   18450.000       32.842      105.009    3.048000
   18480.000       32.859      104.994    3.048000
   18510.000       32.875      104.979    3.048000
   18540.000       32.892      104.964    3.048000
   18570.000       32.909      104.950    3.048000
   18600.000       32.925      104.935    3.048000
   18630.000       32.942      104.920    3.048000
   18660.000       32.959      104.905    3.048000
   18690.000       32.976      104.890    3.048000
   18720.000       32.992      104.876    3.048000
   18750.000       33.009      104.861    3.048000
   18780.000       33.026      104.846    3.048000
   18810.000       33.042      104.831    3.048000
   18840.000       33.059      104.816    3.048000
   18870.000       33.076      104.801    3.048000
   18900.000       33.093      104.787    3.048000
   18930.000       33.109      104.772    3.048000
   18960.000       33.126      104.757    3.048000
   18990.000       33.143      104.742    3.048000
   19020.000       33.159      104.727    3.048000
   19050.000       33.176      104.712    3.048000
   19080.000       33.193      104.697    3.048000
   19110.000       33.209      104.682    3.048000
   19140.000       33.226      104.668    3.048000
   19170.000       33.243      104.653    3.048000
   19200.000       33.259      104.638    3.048000
   19230.000       33.276      104.623    3.048000
   19260.000       33.293      104.608    3.048000
   19290.000       33.309      104.593    3.048000
   19320.000       33.326      104.578    3.048000
   19350.000       33.343      104.563    3.048000
   19380.000       33.359      104.548    3.048000
   19410.000       33.376      104.533    3.048000
   19440.000       33.393      104.518    3.048000
   19470.000       33.410      104.503    3.048000
   19500.000       33.426      104.488    3.048000
   19530.000       33.443      104.473    3.048000
   19560.000       33.459      104.458    3.048000
   19590.000       33.476      104.443    3.048000
   19620.000       33.493      104.428    3.048000
   19650.000       33.509      104.413    3.048000
   19680.000       33.526      104.398    3.048000
   19710.000       33.543      104.383    3.048000
   19740.000       33.559      104.368    3.048000
   19770.000       33.576      104.353    3.048000
   19800.000       33.593      104.338    3.048000
   19830.000       33.609      104.323    3.048000
   19860.000       33.626      104.308    3.048000
   19890.000       33.643      104.293    3.048000
   19920.000       33.659      104.278    3.048000
   19950.000       33.676      104.263    3.048000
   19980.000       33.693      104.248    3.048000
   20010.000       33.709      104.233    3.048000
   20040.000       33.726      104.218    3.048000
   20070.000       33.742      104.203    3.048000
   20100.000       33.759      104.188    3.048000
   20130.000       33.776      104.173    3.048000
   20160.000       33.792      104.158    3.048000
   20190.000       33.809      104.143    3.048000
   20220.000       33.826      104.127    3.048000
   20250.000       33.842      104.112    3.048000
   20280.000       33.859      104.097    3.048000
   20310.000       33.875      104.082    3.048000
   20340.000       33.892      104.067    3.048000
   20370.000       33.909      104.052    3.048000
   20400.000       33.925      104.037    3.048000
   20430.000       33.942      104.022    3.048000
   20460.000       33.958      104.006    3.048000
   20490.000       33.975      103.991    3.048000
   20520.000       33.992      103.976    3.048000
   20550.000       34.008      103.961    3.048000
   20580.000       34.025      103.946    3.048000
   20610.000       34.041      103.931    3.048000
   20640.000       34.058      103.915    3.048000
   20670.000       34.075      103.900    3.048000
   20700.000       34.091      103.885    3.048000
   20730.000       34.108      103.870    3.048000
   20760.000       34.124      103.855    3.048000
   20790.000       34.141      103.839    3.048000
   20820.000       34.158      103.824    3.048000
   20850.000       34.174      103.809    3.048000
   20880.000       34.191      103.794    3.048000
   20910.000       34.207      103.778    3.048000
   20940.000       34.224      103.763    3.048000
   20970.000       34.240      103.748    3.048000
   21000.000       34.257      103.733    3.048000
   21030.000       34.274      103.717    3.048000
   21060.000       34.290      103.702    3.048000
   21090.000       34.307      103.687    3.048000
   21120.000       34.323      103.672    3.048000
   21150.000       34.340      103.656    3.048000
   21180.000       34.356      103.641    3.048000
   21210.000       34.373      103.626    3.048000
   21240.000       34.390      103.610    3.048000
   21270.000       34.406      103.595    3.048000
   21300.000       34.423      103.580    3.048000
   21330.000       34.439      103.564    3.048000
   21360.000       34.456      103.549    3.048000
   21390.000       34.472      103.534    3.048000
   21420.000       34.489      103.518    3.048000
   21450.000       34.505      103.503    3.048000
   21480.000       34.522      103.488    3.048000
   21510.000       34.538      103.472    3.048000
   21540.000       34.555      103.457    3.048000
   21570.000       34.572      103.442    3.048000
   21600.000       34.588      103.426    3.048000
   21630.000       34.605      103.411    3.048000
   21660.000       34.621      103.395    3.048000
   21690.000       34.638      103.380    3.048000
   21720.000       34.654      103.365    3.048000
   21750.000       34.671      103.349    3.048000
   21780.000       34.687      103.334    3.048000
   21810.000       34.704      103.318    3.048000
   21840.000       34.720      103.303    3.048000
   21870.000       34.737      103.288    3.048000
   21900.000       34.753      103.272    3.048000
