                                 24 May 2018 18:54:41
Satellite-Sat0103


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000       58.746      -84.637    1046959.785
      30.000       60.339      -83.623    1047481.239
      60.000       61.921      -82.492    1047982.463
      90.000       63.490      -81.226    1048461.706
     120.000       65.043      -79.798    1048917.293
     150.000       66.578      -78.181    1049347.633
     180.000       68.091      -76.335    1049751.226
     210.000       69.577      -74.216    1050126.663
     240.000       71.029      -71.765    1050472.636
     270.000       72.440      -68.911    1050787.939
     300.000       73.799      -65.565    1051071.474
     330.000       75.091      -61.620    1051322.254
     360.000       76.298      -56.948    1051539.405
     390.000       77.396      -51.416    1051722.171
     420.000       78.353      -44.900    1051869.918
     450.000       79.133      -37.333    1051982.130
     480.000       79.695      -28.770    1052058.418
     510.000       80.003      -19.455    1052098.517
     540.000       80.032       -9.820    1052102.286
     570.000       79.781       -0.397    1052069.713
     600.000       79.269        8.349    1052000.911
     630.000       78.531       16.132    1051896.119
     660.000       77.607       22.864    1051755.701
     690.000       76.536       28.591    1051580.147
     720.000       75.349       33.429    1051370.068
     750.000       74.073       37.514    1051126.193
     780.000       72.727       40.975    1050849.372
     810.000       71.325       43.923    1050540.569
     840.000       69.881       46.451    1050200.859
     870.000       68.402       48.634    1049831.427
     900.000       66.894       50.532    1049433.559
     930.000       65.363       52.194    1049008.644
     960.000       63.813       53.658    1048558.164
     990.000       62.248       54.955    1048083.691
    1020.000       60.668       56.112    1047586.883
    1050.000       59.077       57.149    1047069.476
    1080.000       57.476       58.083    1046533.278
    1110.000       55.867       58.928    1045980.166
    1140.000       54.250       59.696    1045412.076
    1170.000       52.626       60.396    1044830.998
    1200.000       50.996       61.038    1044238.969
    1230.000       49.362       61.627    1043638.066
    1260.000       47.722       62.171    1043030.397
    1290.000       46.079       62.674    1042418.098
    1320.000       44.431       63.140    1041803.320
    1350.000       42.781       63.575    1041188.227
    1380.000       41.127       63.980    1040574.982
    1410.000       39.470       64.360    1039965.747
    1440.000       37.810       64.716    1039362.668
    1470.000       36.149       65.051    1038767.874
    1500.000       34.484       65.367    1038183.463
    1530.000       32.818       65.666    1037611.499
    1560.000       31.150       65.949    1037054.005
    1590.000       29.481       66.219    1036512.952
    1620.000       27.809       66.475    1035990.254
    1650.000       26.136       66.720    1035487.764
    1680.000       24.462       66.955    1035007.261
    1710.000       22.787       67.181    1034550.449
    1740.000       21.110       67.398    1034118.948
