                                 24 May 2018 18:54:41
Satellite-Sat0101


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000        0.078     -101.417    1031363.040
      30.000        1.762     -101.247    1031383.068
      60.000        3.445     -101.077    1031439.666
      90.000        5.129     -100.906    1031532.634
     120.000        6.812     -100.733    1031661.639
     150.000        8.495     -100.558    1031826.222
     180.000       10.177     -100.381    1032025.798
     210.000       11.859     -100.200    1032259.656
     240.000       13.540     -100.016    1032526.965
     270.000       15.221      -99.827    1032826.773
     300.000       16.901      -99.633    1033158.014
     330.000       18.580      -99.434    1033519.511
     360.000       20.258      -99.228    1033909.980
     390.000       21.935      -99.015    1034328.033
     420.000       23.611      -98.794    1034772.187
     450.000       25.286      -98.564    1035240.865
     480.000       26.960      -98.325    1035732.407
     510.000       28.632      -98.074    1036245.068
     540.000       30.302      -97.811    1036777.034
     570.000       31.971      -97.535    1037326.421
     600.000       33.638      -97.244    1037891.285
     630.000       35.304      -96.937    1038469.630
     660.000       36.967      -96.612    1039059.411
     690.000       38.627      -96.267    1039658.547
     720.000       40.286      -95.899    1040264.923
     750.000       41.941      -95.508    1040876.400
     780.000       43.593      -95.088    1041490.825
     810.000       45.243      -94.638    1042106.034
     840.000       46.888      -94.154    1042719.862
     870.000       48.530      -93.632    1043330.150
     900.000       50.167      -93.066    1043934.755
     930.000       51.799      -92.452    1044531.552
     960.000       53.426      -91.783    1045118.450
     990.000       55.046      -91.050    1045693.388
    1020.000       56.660      -90.246    1046254.353
    1050.000       58.265      -89.359    1046799.379
    1080.000       59.861      -88.376    1047326.561
    1110.000       61.447      -87.283    1047834.053
    1140.000       63.020      -86.059    1048320.082
    1170.000       64.578      -84.683    1048782.950
    1200.000       66.119      -83.126    1049221.040
    1230.000       67.639      -81.354    1049632.824
    1260.000       69.134      -79.322    1050016.866
    1290.000       70.597      -76.978    1050371.826
    1320.000       72.021      -74.254    1050696.467
    1350.000       73.397      -71.066    1050989.659
    1380.000       74.711      -67.313    1051250.381
    1410.000       75.946      -62.874    1051477.723
    1440.000       77.079      -57.615    1051670.897
    1470.000       78.082      -51.405    1051829.228
    1500.000       78.920      -44.155    1051952.167
    1530.000       79.551      -35.875    1052039.286
    1560.000       79.939      -26.748    1052090.282
    1590.000       80.053      -17.155    1052104.977
    1620.000       79.885       -7.614    1052083.320
    1650.000       79.448        1.375    1052025.388
    1680.000       78.774        9.465    1051931.380
    1710.000       77.902       16.513    1051801.624
    1740.000       76.871       22.532    1051636.572
    1770.000       75.716       27.623    1051436.798
    1800.000       74.464       31.921    1051202.996
    1830.000       73.137       35.557    1050935.981
    1860.000       71.752       38.648    1050636.682
    1890.000       70.319       41.294    1050306.142
    1920.000       68.849       43.573    1049945.512
    1950.000       67.350       45.551    1049556.049
    1980.000       65.826       47.279    1049139.112
    2010.000       64.281       48.799    1048696.154
    2040.000       62.720       50.144    1048228.722
    2070.000       61.144       51.341    1047738.448
    2100.000       59.556       52.412    1047227.044
    2130.000       57.958       53.375    1046696.300
    2160.000       56.351       54.245    1046148.070
    2190.000       54.736       55.035    1045584.275
    2220.000       53.115       55.755    1045006.889
    2250.000       51.487       56.413    1044417.934
    2280.000       49.854       57.018    1043819.478
    2310.000       48.216       57.575    1043213.619
    2340.000       46.573       58.089    1042602.486
    2370.000       44.927       58.567    1041988.227
    2400.000       43.277       59.010    1041373.000
    2430.000       41.624       59.424    1040758.973
    2460.000       39.968       59.811    1040148.306
    2490.000       38.309       60.174    1039543.152
    2520.000       36.648       60.515    1038945.645
    2550.000       34.985       60.837    1038357.895
    2580.000       33.319       61.141    1037781.975
    2610.000       31.652       61.429    1037219.923
    2640.000       29.983       61.702    1036673.724
    2670.000       28.312       61.962    1036145.312
    2700.000       26.639       62.211    1035636.558
    2730.000       24.965       62.448    1035149.264
    2760.000       23.290       62.677    1034685.157
    2790.000       21.614       62.896    1034245.884
    2820.000       19.937       63.108    1033833.002
    2850.000       18.258       63.312    1033447.979
    2880.000       16.579       63.510    1033092.182
    2910.000       14.899       63.703    1032766.874
    2940.000       13.218       63.891    1032473.212
    2970.000       11.537       64.074    1032212.241
    3000.000        9.855       64.254    1031984.889
    3030.000        8.172       64.431    1031791.965
    3060.000        6.489       64.606    1031634.156
    3090.000        4.806       64.778    1031512.023
    3120.000        3.123       64.949    1031426.000
    3150.000        1.440       65.119    1031376.396
    3180.000       -0.244       65.289    1031363.385
    3210.000       -1.928       65.458    1031387.015
    3240.000       -3.611       65.628    1031447.201
    3270.000       -5.294       65.800    1031543.729
    3300.000       -6.977       65.973    1031676.255
    3330.000       -8.660       66.148    1031844.308
    3360.000      -10.342       66.325    1032047.289
    3390.000      -12.024       66.506    1032284.476
    3420.000      -13.705       66.691    1032555.024
    3450.000      -15.386       66.880    1032857.973
    3480.000      -17.066       67.074    1033192.243
    3510.000      -18.745       67.274    1033556.648
    3540.000      -20.423       67.481    1033949.893
    3570.000      -22.100       67.695    1034370.580
    3600.000      -23.776       67.916    1034817.217
    3630.000      -25.451       68.147    1035288.219
    3660.000      -27.124       68.388    1035781.916
    3690.000      -28.796       68.640    1036296.558
    3720.000      -30.467       68.904    1036830.322
    3750.000      -32.135       69.181    1037381.318
    3780.000      -33.802       69.474    1037947.598
    3810.000      -35.467       69.782    1038527.158
    3840.000      -37.130       70.109    1039117.953
    3870.000      -38.791       70.457    1039717.895
    3900.000      -40.448       70.826    1040324.867
    3930.000      -42.104       71.221    1040936.731
    3960.000      -43.756       71.643    1041551.329
    3990.000      -45.405       72.096    1042166.498
    4020.000      -47.050       72.584    1042780.073
    4050.000      -48.691       73.110    1043389.898
    4080.000      -50.328       73.680    1043993.829
    4110.000      -51.959       74.300    1044589.745
    4140.000      -53.585       74.975    1045175.557
    4170.000      -55.205       75.714    1045749.210
    4200.000      -56.818       76.526    1046308.694
    4230.000      -58.423       77.422    1046852.049
    4260.000      -60.018       78.415    1047377.375
    4290.000      -61.602       79.520    1047882.834
    4320.000      -63.174       80.757    1048366.660
    4350.000      -64.731       82.150    1048827.161
    4380.000      -66.270       83.726    1049262.731
    4410.000      -67.787       85.522    1049671.849
    4440.000      -69.279       87.582    1050053.089
    4470.000      -70.739       89.960    1050405.121
    4500.000      -72.159       92.726    1050726.718
    4530.000      -73.529       95.964    1051016.760
    4560.000      -74.836       99.779    1051274.237
    4590.000      -76.062      104.293    1051498.253
    4620.000      -77.184      109.640    1051688.028
    4650.000      -78.173      115.949    1051842.902
    4680.000      -78.992      123.303    1051962.335
    4710.000      -79.601      131.678    1052045.913
    4740.000      -79.962      140.871    1052093.345
    4770.000      -80.049      150.483    1052104.465
    4800.000      -79.854      159.990    1052079.236
    4830.000      -79.392      168.903    1052017.744
    4860.000      -78.696      176.894    1051920.204
    4890.000      -77.807     -176.162    1051786.956
    4920.000      -76.763     -170.240    1051618.461
    4950.000      -75.597     -165.233    1051415.308
    4980.000      -74.337     -161.006    1051178.202
    5010.000      -73.004     -157.428    1050907.969
    5040.000      -71.613     -154.385    1050605.550
    5070.000      -70.176     -151.778    1050271.998
    5100.000      -68.703     -149.531    1049908.475
    5130.000      -67.201     -147.580    1049516.248
    5160.000      -65.675     -145.874    1049096.686
    5190.000      -64.128     -144.373    1048651.251
    5220.000      -62.565     -143.044    1048181.499
    5250.000      -60.988     -141.860    1047689.069
    5280.000      -59.400     -140.800    1047175.683
    5310.000      -57.801     -139.847    1046643.136
    5340.000      -56.193     -138.985    1046093.289
    5370.000      -54.577     -138.203    1045528.069
    5400.000      -52.955     -137.489    1044949.454
    5430.000      -51.326     -136.836    1044359.473
    5460.000      -49.693     -136.237    1043760.195
    5490.000      -48.054     -135.684    1043153.723
    5520.000      -46.411     -135.174    1042542.186
    5550.000      -44.765     -134.700    1041927.736
    5580.000      -43.115     -134.259    1041312.531
    5610.000      -41.461     -133.848    1040698.738
    5640.000      -39.805     -133.464    1040088.518
    5670.000      -38.146     -133.103    1039484.022
    5700.000      -36.485     -132.764    1038887.381
    5730.000      -34.821     -132.444    1038300.702
    5760.000      -33.155     -132.142    1037726.057
    5790.000      -31.488     -131.856    1037165.476
    5820.000      -29.818     -131.583    1036620.941
    5850.000      -28.147     -131.324    1036094.381
    5880.000      -26.475     -131.077    1035587.658
    5910.000      -24.801     -130.840    1035102.569
    5940.000      -23.125     -130.613    1034640.832
    5970.000      -21.449     -130.394    1034204.087
    6000.000      -19.772     -130.184    1033793.881
    6030.000      -18.093     -129.980    1033411.673
    6060.000      -16.414     -129.782    1033058.820
    6090.000      -14.734     -129.590    1032736.574
    6120.000      -13.053     -129.402    1032446.083
    6150.000      -11.371     -129.219    1032188.379
    6180.000       -9.689     -129.040    1031964.379
    6210.000       -8.007     -128.863    1031774.879
    6240.000       -6.324     -128.689    1031620.555
    6270.000       -4.641     -128.517    1031501.956
    6300.000       -2.957     -128.346    1031419.504
    6330.000       -1.274     -128.176    1031373.492
    6360.000        0.410     -128.006    1031364.085
    6390.000        2.093     -127.837    1031391.315
    6420.000        3.777     -127.666    1031455.087
    6450.000        5.460     -127.495    1031555.173
    6480.000        7.143     -127.322    1031691.216
    6510.000        8.826     -127.147    1031862.732
    6540.000       10.508     -126.969    1032069.111
    6570.000       12.190     -126.787    1032309.618
    6600.000       13.871     -126.602    1032583.397
    6630.000       15.551     -126.413    1032889.476
    6660.000       17.231     -126.218    1033226.764
    6690.000       18.910     -126.017    1033594.065
    6720.000       20.588     -125.810    1033990.071
