                                 24 May 2018 18:54:42
Satellite-Sat0108


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000      -29.718       84.314    1036588.914
      30.000      -31.388       84.585    1037132.426
      60.000      -33.056       84.871    1037692.103
      90.000      -34.722       85.172    1038265.963
     120.000      -36.385       85.491    1038851.980
     150.000      -38.047       85.829    1039448.083
     180.000      -39.706       86.188    1040052.168
     210.000      -41.362       86.571    1040662.106
     240.000      -43.016       86.980    1041275.746
     270.000      -44.666       87.419    1041890.927
     300.000      -46.313       87.891    1042505.483
     330.000      -47.956       88.399    1043117.254
     360.000      -49.595       88.949    1043724.089
     390.000      -51.229       89.546    1044323.857
     420.000      -52.858       90.195    1044914.452
     450.000      -54.480       90.905    1045493.804
     480.000      -56.096       91.683    1046059.882
     510.000      -57.705       92.539    1046610.703
     540.000      -59.304       93.487    1047144.338
     570.000      -60.894       94.540    1047658.921
     600.000      -62.471       95.716    1048152.654
     630.000      -64.035       97.035    1048623.809
     660.000      -65.583       98.525    1049070.743
     690.000      -67.110      100.218    1049491.896
     720.000      -68.614      102.153    1049885.797
     750.000      -70.089      104.381    1050251.073
     780.000      -71.528      106.964    1050586.452
     810.000      -72.922      109.979    1050890.764
     840.000      -74.259      113.522    1051162.951
     870.000      -75.524      117.706    1051402.063
     900.000      -76.696      122.663    1051607.268
     930.000      -77.748      128.527    1051777.854
     960.000      -78.648      135.407    1051913.226
     990.000      -79.356      143.338    1052012.912
    1020.000      -79.833      152.202    1052076.568
    1050.000      -80.045      161.687    1052103.970
    1080.000      -79.975      171.308    1052095.025
    1110.000      -79.630     -179.461    1052049.762
    1140.000      -79.034     -171.030    1051968.340
    1170.000      -78.227     -163.613    1051851.041
    1200.000      -77.247     -157.243    1051698.274
    1230.000      -76.132     -151.842    1051510.570
    1260.000      -74.912     -147.282    1051288.582
    1290.000      -73.609     -143.429    1051033.082
    1320.000      -72.242     -140.159    1050744.961
    1350.000      -70.825     -137.368    1050425.221
    1380.000      -69.367     -134.968    1050074.977
    1410.000      -67.877     -132.891    1049695.448
    1440.000      -66.361     -131.081    1049287.959
    1470.000      -64.823     -129.492    1048853.930
    1500.000      -63.267     -128.090    1048394.876
    1530.000      -61.697     -126.844    1047912.399
    1560.000      -60.113     -125.731    1047408.186
    1590.000      -58.518     -124.732    1046883.997
    1620.000      -56.914     -123.831    1046341.668
    1650.000      -55.302     -123.014    1045783.094
    1680.000      -53.682     -122.271    1045210.233
    1710.000      -52.057     -121.592    1044625.092
    1740.000      -50.425     -120.969    1044029.721
    1770.000      -48.789     -120.396    1043426.211
    1800.000      -47.148     -119.868    1042816.679
    1830.000      -45.503     -119.378    1042203.268
    1860.000      -43.854     -118.923    1041588.133
    1890.000      -42.203     -118.499    1040973.440
    1920.000      -40.548     -118.103    1040361.353
    1950.000      -38.890     -117.732    1039754.027
    1980.000      -37.229     -117.383    1039153.605
    2010.000      -35.567     -117.055    1038562.205
    2040.000      -33.902     -116.745    1037981.914
    2070.000      -32.235     -116.452    1037414.783
    2100.000      -30.567     -116.174    1036862.817
    2130.000      -28.896     -115.909    1036327.969
    2160.000      -27.224     -115.656    1035812.132
    2190.000      -25.551     -115.415    1035317.132
    2220.000      -23.876     -115.184    1034844.725
    2250.000      -22.200     -114.961    1034396.585
    2280.000      -20.523     -114.747    1033974.302
    2310.000      -18.845     -114.540    1033579.375
    2340.000      -17.166     -114.340    1033213.208
    2370.000      -15.487     -114.145    1032877.100
    2400.000      -13.806     -113.956    1032572.246
    2430.000      -12.125     -113.771    1032299.731
    2460.000      -10.443     -113.590    1032060.524
    2490.000       -8.761     -113.412    1031855.475
    2520.000       -7.078     -113.237    1031685.315
    2550.000       -5.395     -113.063    1031550.649
    2580.000       -3.712     -112.892    1031451.956
    2610.000       -2.028     -112.722    1031389.589
    2640.000       -0.345     -112.552    1031363.768
    2670.000        1.339     -112.383    1031374.587
    2700.000        3.022     -112.213    1031422.006
    2730.000        4.706     -112.042    1031505.857
    2760.000        6.389     -111.870    1031625.841
    2790.000        8.072     -111.695    1031781.531
    2820.000        9.754     -111.519    1031972.373
    2850.000       11.436     -111.339    1032197.687
    2880.000       13.118     -111.155    1032456.671
    2910.000       14.798     -110.968    1032748.405
    2940.000       16.478     -110.776    1033071.851
    2970.000       18.158     -110.578    1033425.860
    3000.000       19.836     -110.373    1033809.172
    3030.000       21.514     -110.162    1034220.427
    3060.000       23.190     -109.943    1034658.164
    3090.000       24.865     -109.716    1035120.831
    3120.000       26.539     -109.479    1035606.786
    3150.000       28.212     -109.231    1036114.306
    3180.000       29.883     -108.971    1036641.594
    3210.000       31.552     -108.699    1037186.783
    3240.000       33.220     -108.412    1037747.942
    3270.000       34.885     -108.109    1038323.089
    3300.000       36.549     -107.789    1038910.190
    3330.000       38.210     -107.449    1039507.172
    3360.000       39.869     -107.087    1040111.928
    3390.000       41.525     -106.702    1040722.326
    3420.000       43.178     -106.289    1041336.213
    3450.000       44.828     -105.848    1041951.429
    3480.000       46.475     -105.372    1042565.807
    3510.000       48.117     -104.860    1043177.188
    3540.000       49.756     -104.306    1043783.423
    3570.000       51.389     -103.704    1044382.381
    3600.000       53.017     -103.050    1044971.963
    3630.000       54.640     -102.334    1045550.099
    3660.000       56.255     -101.548    1046114.763
    3690.000       57.862     -100.683    1046663.979
    3720.000       59.461      -99.726    1047195.822
    3750.000       61.049      -98.662    1047708.434
    3780.000       62.626      -97.473    1048200.021
    3810.000       64.188      -96.138    1048668.867
    3840.000       65.734      -94.629    1049113.333
    3870.000       67.259      -92.915    1049531.869
    3900.000       68.761      -90.953    1049923.015
    3930.000       70.232      -88.693    1050285.406
    3960.000       71.667      -86.072    1050617.780
    3990.000       73.056      -83.009    1050918.978
    4020.000       74.387      -79.409    1051187.952
    4050.000       75.644      -75.155    1051423.765
    4080.000       76.805      -70.115    1051625.596
    4110.000       77.844      -64.155    1051792.743
    4140.000       78.727      -57.170    1051924.624
    4170.000       79.414      -49.140    1052020.781
    4200.000       79.866      -40.198    1052080.879
    4230.000       80.051      -30.676    1052104.709
    4260.000       79.953      -21.071    1052092.188
    4290.000       79.582      -11.903    1052043.361
    4320.000       78.964       -3.566    1051958.396
    4350.000       78.138        3.748    1051837.589
    4380.000       77.143       10.018    1051681.360
    4410.000       76.017       15.330    1051490.254
    4440.000       74.787       19.815    1051264.934
    4470.000       73.477       23.605    1051006.185
    4500.000       72.105       26.824    1050714.908
    4530.000       70.683       29.573    1050392.117
    4560.000       69.222       31.938    1050038.937
    4590.000       67.729       33.987    1049656.598
    4620.000       66.211       35.773    1049246.434
    4650.000       64.671       37.342    1048809.876
    4680.000       63.114       38.728    1048348.445
    4710.000       61.541       39.960    1047863.755
    4740.000       59.957       41.061    1047357.498
    4770.000       58.361       42.049    1046831.443
    4800.000       56.756       42.942    1046287.430
    4830.000       55.143       43.751    1045727.364
    4860.000       53.523       44.487    1045153.206
    4890.000       51.897       45.160    1044566.966
    4920.000       50.265       45.778    1043970.702
    4950.000       48.628       46.346    1043366.505
    4980.000       46.986       46.871    1042756.496
    5010.000       45.341       47.357    1042142.819
    5040.000       43.692       47.809    1041527.632
    5070.000       42.040       48.230    1040913.099
    5100.000       40.385       48.623    1040301.384
    5130.000       38.727       48.992    1039694.643
    5160.000       37.066       49.338    1039095.014
    5190.000       35.403       49.665    1038504.614
    5220.000       33.738       49.973    1037925.527
    5250.000       32.071       50.265    1037359.800
    5280.000       30.402       50.542    1036809.431
    5310.000       28.732       50.805    1036276.369
    5340.000       27.060       51.056    1035762.501
    5370.000       25.386       51.297    1035269.647
    5400.000       23.711       51.527    1034799.553
    5430.000       22.035       51.749    1034353.886
    5460.000       20.358       51.962    1033934.229
    5490.000       18.680       52.168    1033542.070
    5520.000       17.001       52.368    1033178.802
    5550.000       15.321       52.562    1032845.717
    5580.000       13.641       52.751    1032543.997
    5610.000       11.959       52.936    1032274.716
    5640.000       10.278       53.116    1032038.832
    5670.000        8.595       53.294    1031837.184
    5700.000        6.913       53.469    1031670.489
    5730.000        5.229       53.642    1031539.342
    5760.000        3.546       53.813    1031444.208
    5790.000        1.863       53.983    1031385.427
    5820.000        0.179       54.153    1031363.208
    5850.000       -1.504       54.322    1031377.629
    5880.000       -3.188       54.493    1031428.641
    5910.000       -4.871       54.663    1031516.061
    5940.000       -6.554       54.836    1031639.577
    5970.000       -8.237       55.010    1031798.750
    6000.000       -9.919       55.187    1031993.014
    6030.000      -11.601       55.367    1032221.677
    6060.000      -13.283       55.551    1032483.925
    6090.000      -14.964       55.739    1032778.826
    6120.000      -16.644       55.932    1033105.330
    6150.000      -18.323       56.131    1033462.278
    6180.000      -20.001       56.335    1033848.400
    6210.000      -21.679       56.547    1034262.326
