                                 24 May 2018 18:54:42
Satellite-Sat0110


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m)  
------------    ---------    ---------    -----------
       0.000      -80.054      169.026    1052105.101
      30.000      -79.900      178.582    1052085.231
      60.000      -79.476     -172.392    1052029.078
      90.000      -78.812     -164.253    1051936.838
     120.000      -77.949     -157.153    1051808.831
     150.000      -76.925     -151.086    1051645.501
     180.000      -75.775     -145.952    1051447.419
     210.000      -74.528     -141.619    1051215.273
     240.000      -73.204     -137.953    1050949.870
     270.000      -71.821     -134.837    1050652.135
     300.000      -70.390     -132.171    1050323.105
     330.000      -68.922     -129.876    1049963.926
     360.000      -67.424     -127.884    1049575.851
     390.000      -65.901     -126.145    1049160.231
     420.000      -64.357     -124.615    1048718.517
     450.000      -62.797     -123.263    1048252.251
     480.000      -61.222     -122.059    1047763.061
     510.000      -59.635     -120.982    1047252.655
     540.000      -58.037     -120.014    1046722.819
     570.000      -56.430     -119.140    1046175.405
     600.000      -54.816     -118.346    1045612.329
     630.000      -53.194     -117.623    1045035.564
     660.000      -51.567     -116.962    1044447.131
     690.000      -49.934     -116.355    1043849.093
     720.000      -48.296     -115.796    1043243.549
     750.000      -46.654     -115.279    1042632.625
     780.000      -45.008     -114.800    1042018.469
     810.000      -43.358     -114.355    1041403.240
     840.000      -41.705     -113.940    1040789.102
     870.000      -40.050     -113.552    1040178.220
     900.000      -38.391     -113.188    1039572.745
     930.000      -36.730     -112.845    1038974.813
     960.000      -35.067     -112.523    1038386.534
     990.000      -33.401     -112.218    1037809.985
    1020.000      -31.734     -111.930    1037247.204
    1050.000      -30.065     -111.655    1036700.180
    1080.000      -28.394     -111.394    1036170.849
    1110.000      -26.721     -111.145    1035661.086
    1140.000      -25.048     -110.907    1035172.696
    1170.000      -23.373     -110.679    1034707.410
    1200.000      -21.696     -110.459    1034266.878
    1230.000      -20.019     -110.247    1033852.664
    1260.000      -18.341     -110.042    1033466.238
    1290.000      -16.662     -109.844    1033108.973
    1320.000      -14.981     -109.651    1032782.138
    1350.000      -13.301     -109.462    1032486.896
    1380.000      -11.619     -109.279    1032224.295
    1410.000       -9.937     -109.099    1031995.270
    1440.000       -8.255     -108.922    1031800.636
    1470.000       -6.572     -108.747    1031641.085
    1500.000       -4.889     -108.575    1031517.187
    1530.000       -3.206     -108.404    1031429.381
    1560.000       -1.522     -108.234    1031377.980
    1590.000        0.161     -108.064    1031363.168
    1620.000        1.845     -107.894    1031384.997
    1650.000        3.528     -107.724    1031443.390
    1680.000        5.212     -107.553    1031538.138
    1710.000        6.895     -107.380    1031668.904
    1740.000        8.577     -107.205    1031835.223
    1770.000       10.260     -107.028    1032036.502
    1800.000       11.941     -106.847    1032272.026
    1830.000       13.623     -106.662    1032540.955
    1860.000       15.303     -106.473    1032842.335
    1890.000       16.983     -106.279    1033175.092
    1920.000       18.662     -106.080    1033538.045
    1950.000       20.340     -105.874    1033929.903
    1980.000       22.018     -105.660    1034349.275
    2010.000       23.694     -105.439    1034794.673
    2040.000       25.368     -105.209    1035264.515
    2070.000       27.042     -104.968    1035757.136
    2100.000       28.714     -104.717    1036270.790
    2130.000       30.385     -104.454    1036803.657
    2160.000       32.053     -104.177    1037353.851
    2190.000       33.720     -103.885    1037919.425
    2220.000       35.385     -103.577    1038498.380
    2250.000       37.048     -103.251    1039088.671
    2280.000       38.709     -102.905    1039688.212
    2310.000       40.367     -102.537    1040294.889
    2340.000       42.022     -102.143    1040906.562
    2370.000       43.675     -101.723    1041521.076
    2400.000       45.324     -101.271    1042136.268
    2430.000       46.969     -100.785    1042749.972
    2460.000       48.610     -100.261    1043360.031
    2490.000       50.247      -99.693    1043964.301
    2520.000       51.879      -99.076    1044560.661
    2550.000       53.506      -98.404    1045147.018
    2580.000       55.126      -97.668    1045721.316
    2610.000       56.739      -96.860    1046281.543
    2640.000       58.344      -95.969    1046825.736
    2670.000       59.940      -94.981    1047351.992
    2700.000       61.525      -93.881    1047858.470
    2730.000       63.097      -92.651    1048343.399
    2760.000       64.655      -91.267    1048805.085
    2790.000       66.194      -89.700    1049241.917
    2820.000       67.713      -87.916    1049652.370
    2850.000       69.206      -85.871    1050035.013
    2880.000       70.668      -83.509    1050388.510
    2910.000       72.090      -80.764    1050711.631
    2940.000       73.463      -77.551    1051003.249
    2970.000       74.773      -73.768    1051262.349
    3000.000       76.004      -69.291    1051488.030
    3030.000       77.132      -63.989    1051679.505
    3060.000       78.128      -57.729    1051836.108
    3090.000       78.956      -50.427    1051957.295
    3120.000       79.577      -42.100    1052042.643
    3150.000       79.951      -32.939    1052091.857
    3180.000       80.051      -23.336    1052104.765
    3210.000       79.870      -13.811    1052081.322
    3240.000       79.420       -4.860    1052021.610
    3270.000       78.735        3.181    1051925.835
    3300.000       77.855       10.177    1051794.333
    3330.000       76.817       16.147    1051627.559
    3360.000       75.657       21.196    1051426.094
    3390.000       74.401       25.458    1051190.639
    3420.000       73.071       29.065    1050922.014
    3450.000       71.682       32.132    1050621.154
    3480.000       70.248       34.758    1050289.106
    3510.000       68.776       37.021    1049927.028
    3540.000       67.275       38.986    1049536.182
    3570.000       65.750       40.703    1049117.930
    3600.000       64.205       42.213    1048673.732
    3630.000       62.643       43.550    1048205.138
    3660.000       61.066       44.741    1047713.784
    3690.000       59.478       45.806    1047201.387
    3720.000       57.880       46.764    1046669.739
    3750.000       56.272       47.630    1046120.699
    3780.000       54.657       48.416    1045556.188
    3810.000       53.035       49.133    1044978.185
    3840.000       51.407       49.789    1044388.715
    3870.000       49.773       50.390    1043789.845
