                                24 May 2018 18:54:41
Satellite-RS112


Time (EpSec)    Lat (deg)    Lon (deg)      Alt (m) 
------------    ---------    ---------    ----------
       0.000       39.736      -33.017    500560.777
      30.000       37.860      -32.713    499878.229
      60.000       35.982      -32.430    499206.516
      90.000       34.101      -32.165    498548.611
     120.000       32.219      -31.918    497907.430
     150.000       30.335      -31.686    497285.818
     180.000       28.450      -31.467    496686.534
     210.000       26.563      -31.260    496112.241
     240.000       24.674      -31.063    495565.491
     270.000       22.785      -30.876    495048.717
     300.000       20.894      -30.698    494564.221
     330.000       19.002      -30.527    494114.161
     360.000       17.109      -30.363    493700.543
     390.000       15.216      -30.204    493325.212
     420.000       13.321      -30.051    492989.842
     450.000       11.426      -29.902    492695.932
     480.000        9.531      -29.756    492444.794
     510.000        7.635      -29.614    492237.549
     540.000        5.738      -29.473    492075.125
     570.000        3.842      -29.335    491958.247
     600.000        1.945      -29.197    491887.438
     630.000        0.048      -29.061    491863.015
     660.000       -1.849      -28.924    491885.086
     690.000       -3.746      -28.787    491953.553
     720.000       -5.642      -28.648    492068.110
     750.000       -7.539      -28.508    492228.245
     780.000       -9.435      -28.365    492433.242
     810.000      -11.330      -28.220    492682.184
     840.000      -13.226      -28.071    492973.959
     870.000      -15.120      -27.918    493307.265
     900.000      -17.014      -27.760    493680.612
     930.000      -18.906      -27.596    494092.336
     960.000      -20.798      -27.425    494540.599
     990.000      -22.689      -27.247    495023.402
    1020.000      -24.579      -27.061    495538.596
    1050.000      -26.467      -26.865    496083.886
    1080.000      -28.354      -26.659    496656.846
    1110.000      -30.240      -26.440    497254.929
    1140.000      -32.124      -26.209    497875.476
    1170.000      -34.006      -25.962    498515.734
    1200.000      -35.886      -25.699    499172.862
    1230.000      -37.765      -25.417    499843.948
    1260.000      -39.641      -25.113    500526.019
    1290.000      -41.515      -24.787    501216.058
    1320.000      -43.386      -24.433    501911.015
    1350.000      -45.254      -24.049    502607.820
    1380.000      -47.119      -23.630    503303.397
    1410.000      -48.980      -23.173    503994.681
    1440.000      -50.838      -22.670    504678.626
    1470.000      -52.691      -22.116    505352.221
    1500.000      -54.539      -21.501    506012.505
    1530.000      -56.382      -20.817    506656.576
    1560.000      -58.218      -20.051    507281.608
    1590.000      -60.047      -19.188    507884.857
    1620.000      -61.866      -18.210    508463.680
    1650.000      -63.675      -17.093    509015.543
    1680.000      -65.472      -15.808    509538.028
    1710.000      -67.253      -14.316    510028.852
    1740.000      -69.014      -12.567    510485.869
