                              24 May 2018 18:54:38
Aircraft-Aircraft1


Time (EpSec)    Lat (deg)    Lon (deg)    Alt (km)
   31710.000      -16.468      171.710    3.048000
   31740.000      -16.455      171.727    3.048000
   31770.000      -16.442      171.744    3.048000
   31800.000      -16.429      171.761    3.048000
   31830.000      -16.416      171.778    3.048000
   31860.000      -16.403      171.795    3.048000
   31890.000      -16.390      171.812    3.048000
   31920.000      -16.377      171.829    3.048000
   31950.000      -16.364      171.846    3.048000
   31980.000      -16.351      171.862    3.048000
   32010.000      -16.339      171.879    3.048000
   32040.000      -16.326      171.896    3.048000
   32070.000      -16.313      171.913    3.048000
   32100.000      -16.300      171.930    3.048000
   32130.000      -16.287      171.947    3.048000
   32160.000      -16.274      171.964    3.048000
   32190.000      -16.261      171.981    3.048000
   32220.000      -16.248      171.998    3.048000
   32250.000      -16.235      172.015    3.048000
   32280.000      -16.222      172.032    3.048000
   32310.000      -16.209      172.049    3.048000
   32340.000      -16.196      172.066    3.048000
   32370.000      -16.183      172.083    3.048000
   32400.000      -16.170      172.100    3.048000
   32430.000      -16.157      172.117    3.048000
   32460.000      -16.144      172.134    3.048000
   32490.000      -16.131      172.151    3.048000
   32520.000      -16.118      172.168    3.048000
   32550.000      -16.105      172.185    3.048000
   32580.000      -16.092      172.202    3.048000
   32610.000      -16.079      172.219    3.048000
   32640.000      -16.066      172.235    3.048000
   32670.000      -16.053      172.252    3.048000
   32700.000      -16.040      172.269    3.048000
   32730.000      -16.027      172.286    3.048000
   32760.000      -16.014      172.303    3.048000
   32790.000      -16.001      172.320    3.048000
   32820.000      -15.988      172.337    3.048000
   32850.000      -15.975      172.354    3.048000
   32880.000      -15.962      172.371    3.048000
   32910.000      -15.948      172.388    3.048000
   32940.000      -15.935      172.405    3.048000
   32970.000      -15.922      172.422    3.048000
   33000.000      -15.909      172.438    3.048000
   33030.000      -15.896      172.455    3.048000
   33060.000      -15.883      172.472    3.048000
   33090.000      -15.870      172.489    3.048000
   33120.000      -15.857      172.506    3.048000
   33150.000      -15.844      172.523    3.048000
   33180.000      -15.831      172.540    3.048000
   33210.000      -15.818      172.557    3.048000
   33240.000      -15.805      172.574    3.048000
   33270.000      -15.792      172.591    3.048000
   33300.000      -15.779      172.607    3.048000
   33330.000      -15.766      172.624    3.048000
   33360.000      -15.753      172.641    3.048000
   33390.000      -15.740      172.658    3.048000
   33420.000      -15.727      172.675    3.048000
   33450.000      -15.714      172.692    3.048000
   33480.000      -15.701      172.709    3.048000
   33510.000      -15.688      172.726    3.048000
   33540.000      -15.675      172.742    3.048000
   33570.000      -15.662      172.759    3.048000
   33600.000      -15.649      172.776    3.048000
   33630.000      -15.636      172.793    3.048000
   33660.000      -15.623      172.810    3.048000
   33690.000      -15.610      172.827    3.048000
   33720.000      -15.596      172.844    3.048000
   33750.000      -15.583      172.860    3.048000
   33780.000      -15.570      172.877    3.048000
   33810.000      -15.557      172.894    3.048000
   33840.000      -15.544      172.911    3.048000
   33870.000      -15.531      172.928    3.048000
   33900.000      -15.518      172.945    3.048000
   33930.000      -15.505      172.962    3.048000
   33960.000      -15.492      172.978    3.048000
   33990.000      -15.479      172.995    3.048000
   34020.000      -15.466      173.012    3.048000
   34050.000      -15.453      173.029    3.048000
   34080.000      -15.440      173.046    3.048000
   34110.000      -15.427      173.062    3.048000
   34140.000      -15.414      173.079    3.048000
   34170.000      -15.400      173.096    3.048000
   34200.000      -15.387      173.113    3.048000
   34230.000      -15.374      173.130    3.048000
   34260.000      -15.361      173.147    3.048000
   34290.000      -15.348      173.163    3.048000
   34320.000      -15.335      173.180    3.048000
   34350.000      -15.322      173.197    3.048000
   34380.000      -15.309      173.214    3.048000
   34410.000      -15.296      173.231    3.048000
   34440.000      -15.283      173.247    3.048000
   34470.000      -15.270      173.264    3.048000
   34500.000      -15.257      173.281    3.048000
   34530.000      -15.243      173.298    3.048000
   34560.000      -15.230      173.315    3.048000
   34590.000      -15.217      173.331    3.048000
   34620.000      -15.204      173.348    3.048000
   34650.000      -15.191      173.365    3.048000
   34680.000      -15.178      173.382    3.048000
   34710.000      -15.165      173.399    3.048000
   34740.000      -15.152      173.415    3.048000
   34770.000      -15.139      173.432    3.048000
   34800.000      -15.126      173.449    3.048000
   34830.000      -15.112      173.466    3.048000
   34860.000      -15.099      173.482    3.048000
   34890.000      -15.086      173.499    3.048000
   34920.000      -15.073      173.516    3.048000
   34950.000      -15.060      173.533    3.048000
   34980.000      -15.047      173.550    3.048000
   35010.000      -15.034      173.566    3.048000
   35040.000      -15.021      173.583    3.048000
   35070.000      -15.008      173.600    3.048000
   35100.000      -14.994      173.617    3.048000
   35130.000      -14.981      173.633    3.048000
   35160.000      -14.968      173.650    3.048000
   35190.000      -14.955      173.667    3.048000
   35220.000      -14.942      173.684    3.048000
   35250.000      -14.929      173.700    3.048000
   35280.000      -14.916      173.717    3.048000
   35310.000      -14.903      173.734    3.048000
   35340.000      -14.890      173.751    3.048000
   35370.000      -14.876      173.767    3.048000
   35400.000      -14.863      173.784    3.048000
   35430.000      -14.850      173.801    3.048000
   35460.000      -14.837      173.818    3.048000
   35490.000      -14.824      173.834    3.048000
   35520.000      -14.811      173.851    3.048000
   35550.000      -14.798      173.868    3.048000
   35580.000      -14.784      173.884    3.048000
   35610.000      -14.771      173.901    3.048000
   35640.000      -14.758      173.918    3.048000
   35670.000      -14.745      173.935    3.048000
   35700.000      -14.732      173.951    3.048000
   35730.000      -14.719      173.968    3.048000
   35760.000      -14.706      173.985    3.048000
   35790.000      -14.693      174.001    3.048000
   35820.000      -14.679      174.018    3.048000
   35850.000      -14.666      174.035    3.048000
   35880.000      -14.653      174.052    3.048000
   35910.000      -14.640      174.068    3.048000
   35940.000      -14.627      174.085    3.048000
   35970.000      -14.614      174.102    3.048000
   36000.000      -14.600      174.118    3.048000
   36030.000      -14.587      174.135    3.048000
   36060.000      -14.574      174.152    3.048000
   36090.000      -14.561      174.168    3.048000
   36120.000      -14.548      174.185    3.048000
   36150.000      -14.535      174.202    3.048000
   36180.000      -14.522      174.219    3.048000
   36210.000      -14.508      174.235    3.048000
   36240.000      -14.495      174.252    3.048000
   36270.000      -14.482      174.269    3.048000
   36300.000      -14.469      174.285    3.048000
   36330.000      -14.456      174.302    3.048000
   36360.000      -14.443      174.319    3.048000
   36390.000      -14.429      174.335    3.048000
   36420.000      -14.416      174.352    3.048000
   36450.000      -14.403      174.369    3.048000
   36480.000      -14.390      174.385    3.048000
   36510.000      -14.377      174.402    3.048000
   36540.000      -14.364      174.419    3.048000
   36570.000      -14.350      174.435    3.048000
   36600.000      -14.337      174.452    3.048000
   36630.000      -14.324      174.469    3.048000
   36660.000      -14.311      174.485    3.048000
   36690.000      -14.298      174.502    3.048000
   36720.000      -14.285      174.519    3.048000
   36750.000      -14.271      174.535    3.048000
   36780.000      -14.258      174.552    3.048000
   36810.000      -14.245      174.569    3.048000
   36840.000      -14.232      174.585    3.048000
   36870.000      -14.219      174.602    3.048000
   36900.000      -14.205      174.618    3.048000
   36930.000      -14.192      174.635    3.048000
   36960.000      -14.179      174.652    3.048000
   36990.000      -14.166      174.668    3.048000
   37020.000      -14.153      174.685    3.048000
   37050.000      -14.139      174.702    3.048000
   37080.000      -14.126      174.718    3.048000
   37110.000      -14.113      174.735    3.048000
   37140.000      -14.100      174.751    3.048000
   37170.000      -14.087      174.768    3.048000
   37200.000      -14.073      174.785    3.048000
   37230.000      -14.060      174.801    3.048000
   37260.000      -14.047      174.818    3.048000
   37290.000      -14.034      174.835    3.048000
   37320.000      -14.021      174.851    3.048000
   37350.000      -14.007      174.868    3.048000
   37380.000      -13.994      174.884    3.048000
   37410.000      -13.981      174.901    3.048000
   37440.000      -13.968      174.918    3.048000
   37470.000      -13.955      174.934    3.048000
   37500.000      -13.941      174.951    3.048000
   37530.000      -13.928      174.967    3.048000
   37560.000      -13.915      174.984    3.048000
   37590.000      -13.902      175.001    3.048000
   37620.000      -13.889      175.017    3.048000
   37650.000      -13.875      175.034    3.048000
   37680.000      -13.862      175.050    3.048000
   37710.000      -13.849      175.067    3.048000
   37740.000      -13.836      175.084    3.048000
   37770.000      -13.822      175.100    3.048000
   37800.000      -13.809      175.117    3.048000
   37830.000      -13.796      175.133    3.048000
   37860.000      -13.783      175.150    3.048000
   37890.000      -13.770      175.166    3.048000
   37920.000      -13.756      175.183    3.048000
   37950.000      -13.743      175.200    3.048000
   37980.000      -13.730      175.216    3.048000
   38010.000      -13.717      175.233    3.048000
   38040.000      -13.703      175.249    3.048000
   38070.000      -13.690      175.266    3.048000
   38100.000      -13.677      175.282    3.048000
   38130.000      -13.664      175.299    3.048000
   38160.000      -13.651      175.316    3.048000
   38190.000      -13.637      175.332    3.048000
   38220.000      -13.624      175.349    3.048000
   38250.000      -13.611      175.365    3.048000
   38280.000      -13.598      175.382    3.048000
   38310.000      -13.584      175.398    3.048000
   38340.000      -13.571      175.415    3.048000
   38370.000      -13.558      175.431    3.048000
   38400.000      -13.545      175.448    3.048000
   38430.000      -13.531      175.465    3.048000
   38460.000      -13.518      175.481    3.048000
   38490.000      -13.505      175.498    3.048000
   38520.000      -13.492      175.514    3.048000
   38550.000      -13.478      175.531    3.048000
   38580.000      -13.465      175.547    3.048000
   38610.000      -13.452      175.564    3.048000
   38640.000      -13.439      175.580    3.048000
   38670.000      -13.425      175.597    3.048000
   38700.000      -13.412      175.613    3.048000
   38730.000      -13.399      175.630    3.048000
   38760.000      -13.386      175.646    3.048000
   38790.000      -13.372      175.663    3.048000
   38820.000      -13.359      175.679    3.048000
   38850.000      -13.346      175.696    3.048000
   38880.000      -13.333      175.712    3.048000
   38910.000      -13.319      175.729    3.048000
   38940.000      -13.306      175.746    3.048000
   38970.000      -13.293      175.762    3.048000
   39000.000      -13.280      175.779    3.048000
   39030.000      -13.266      175.795    3.048000
   39060.000      -13.253      175.812    3.048000
   39090.000      -13.240      175.828    3.048000
   39120.000      -13.226      175.845    3.048000
   39150.000      -13.213      175.861    3.048000
   39180.000      -13.200      175.878    3.048000
   39210.000      -13.187      175.894    3.048000
   39240.000      -13.173      175.911    3.048000
   39270.000      -13.160      175.927    3.048000
   39300.000      -13.147      175.944    3.048000
   39330.000      -13.134      175.960    3.048000
   39360.000      -13.120      175.977    3.048000
   39390.000      -13.107      175.993    3.048000
   39420.000      -13.094      176.009    3.048000
   39450.000      -13.080      176.026    3.048000
   39480.000      -13.067      176.042    3.048000
   39510.000      -13.054      176.059    3.048000
   39540.000      -13.041      176.075    3.048000
   39570.000      -13.027      176.092    3.048000
   39600.000      -13.014      176.108    3.048000
   39630.000      -13.001      176.125    3.048000
   39660.000      -12.987      176.141    3.048000
   39690.000      -12.974      176.158    3.048000
   39720.000      -12.961      176.174    3.048000
   39750.000      -12.948      176.191    3.048000
   39780.000      -12.934      176.207    3.048000
   39810.000      -12.921      176.224    3.048000
   39840.000      -12.908      176.240    3.048000
   39870.000      -12.894      176.257    3.048000
   39900.000      -12.881      176.273    3.048000
   39930.000      -12.868      176.289    3.048000
   39960.000      -12.854      176.306    3.048000
   39990.000      -12.841      176.322    3.048000
   40020.000      -12.828      176.339    3.048000
   40050.000      -12.815      176.355    3.048000
   40080.000      -12.801      176.372    3.048000
   40110.000      -12.788      176.388    3.048000
   40140.000      -12.775      176.405    3.048000
   40170.000      -12.761      176.421    3.048000
   40200.000      -12.748      176.437    3.048000
   40230.000      -12.735      176.454    3.048000
   40260.000      -12.721      176.470    3.048000
   40290.000      -12.708      176.487    3.048000
   40320.000      -12.695      176.503    3.048000
   40350.000      -12.682      176.520    3.048000
   40380.000      -12.668      176.536    3.048000
   40410.000      -12.655      176.553    3.048000
   40440.000      -12.642      176.569    3.048000
   40470.000      -12.628      176.585    3.048000
   40500.000      -12.615      176.602    3.048000
   40530.000      -12.602      176.618    3.048000
   40560.000      -12.588      176.635    3.048000
   40590.000      -12.575      176.651    3.048000
   40620.000      -12.562      176.667    3.048000
   40650.000      -12.548      176.684    3.048000
   40680.000      -12.535      176.700    3.048000
   40710.000      -12.522      176.717    3.048000
   40740.000      -12.508      176.733    3.048000
   40770.000      -12.495      176.750    3.048000
   40800.000      -12.482      176.766    3.048000
   40830.000      -12.468      176.782    3.048000
   40860.000      -12.455      176.799    3.048000
   40890.000      -12.442      176.815    3.048000
   40920.000      -12.428      176.832    3.048000
   40950.000      -12.415      176.848    3.048000
   40980.000      -12.402      176.864    3.048000
   41010.000      -12.388      176.881    3.048000
   41040.000      -12.375      176.897    3.048000
   41070.000      -12.362      176.914    3.048000
   41100.000      -12.348      176.930    3.048000
   41130.000      -12.335      176.946    3.048000
   41160.000      -12.322      176.963    3.048000
   41190.000      -12.308      176.979    3.048000
   41220.000      -12.295      176.995    3.048000
   41250.000      -12.282      177.012    3.048000
   41280.000      -12.268      177.028    3.048000
   41310.000      -12.255      177.045    3.048000
   41340.000      -12.242      177.061    3.048000
   41370.000      -12.228      177.077    3.048000
   41400.000      -12.215      177.094    3.048000
   41430.000      -12.202      177.110    3.048000
   41460.000      -12.188      177.126    3.048000
   41490.000      -12.175      177.143    3.048000
   41520.000      -12.162      177.159    3.048000
   41550.000      -12.148      177.176    3.048000
   41580.000      -12.135      177.192    3.048000
   41610.000      -12.121      177.208    3.048000
   41640.000      -12.108      177.225    3.048000
   41670.000      -12.095      177.241    3.048000
   41700.000      -12.081      177.257    3.048000
   41730.000      -12.068      177.274    3.048000
   41760.000      -12.055      177.290    3.048000
   41790.000      -12.041      177.306    3.048000
   41820.000      -12.028      177.323    3.048000
   41850.000      -12.015      177.339    3.048000
   41880.000      -12.001      177.355    3.048000
   41910.000      -11.988      177.372    3.048000
   41940.000      -11.975      177.388    3.048000
   41970.000      -11.961      177.404    3.048000
   42000.000      -11.948      177.421    3.048000
   42030.000      -11.934      177.437    3.048000
   42060.000      -11.921      177.453    3.048000
   42090.000      -11.908      177.470    3.048000
   42120.000      -11.894      177.486    3.048000
   42150.000      -11.881      177.502    3.048000
   42180.000      -11.868      177.519    3.048000
   42210.000      -11.854      177.535    3.048000
   42240.000      -11.841      177.551    3.048000
   42270.000      -11.827      177.568    3.048000
   42300.000      -11.814      177.584    3.048000
   42330.000      -11.801      177.600    3.048000
   42360.000      -11.787      177.617    3.048000
   42390.000      -11.774      177.633    3.048000
   42420.000      -11.761      177.649    3.048000
   42450.000      -11.747      177.666    3.048000
   42480.000      -11.734      177.682    3.048000
   42510.000      -11.720      177.698    3.048000
   42540.000      -11.707      177.715    3.048000
   42570.000      -11.694      177.731    3.048000
   42600.000      -11.680      177.747    3.048000
   42630.000      -11.667      177.764    3.048000
   42660.000      -11.653      177.780    3.048000
   42690.000      -11.640      177.796    3.048000
   42720.000      -11.627      177.812    3.048000
   42750.000      -11.613      177.829    3.048000
   42780.000      -11.600      177.845    3.048000
   42810.000      -11.587      177.861    3.048000
   42840.000      -11.573      177.878    3.048000
   42870.000      -11.560      177.894    3.048000
   42900.000      -11.546      177.910    3.048000
   42930.000      -11.533      177.927    3.048000
   42960.000      -11.520      177.943    3.048000
   42990.000      -11.506      177.959    3.048000
   43020.000      -11.493      177.975    3.048000
   43050.000      -11.479      177.992    3.048000
   43080.000      -11.466      178.008    3.048000
   43110.000      -11.453      178.024    3.048000
   43140.000      -11.439      178.041    3.048000
   43170.000      -11.426      178.057    3.048000
   43200.000      -11.412      178.073    3.048000
   43230.000      -11.399      178.089    3.048000
   43260.000      -11.386      178.106    3.048000
   43290.000      -11.372      178.122    3.048000
   43320.000      -11.359      178.138    3.048000
   43350.000      -11.345      178.154    3.048000
   43380.000      -11.332      178.171    3.048000
   43410.000      -11.319      178.187    3.048000
   43440.000      -11.305      178.203    3.048000
   43470.000      -11.292      178.220    3.048000
   43500.000      -11.278      178.236    3.048000
   43530.000      -11.265      178.252    3.048000
   43560.000      -11.251      178.268    3.048000
   43590.000      -11.238      178.285    3.048000
   43620.000      -11.225      178.301    3.048000
   43650.000      -11.211      178.317    3.048000
   43680.000      -11.198      178.333    3.048000
   43710.000      -11.184      178.350    3.048000
   43740.000      -11.171      178.366    3.048000
   43770.000      -11.158      178.382    3.048000
   43800.000      -11.144      178.398    3.048000
   43830.000      -11.131      178.415    3.048000
   43860.000      -11.117      178.431    3.048000
   43890.000      -11.104      178.447    3.048000
   43920.000      -11.090      178.463    3.048000
   43950.000      -11.077      178.480    3.048000
   43980.000      -11.064      178.496    3.048000
   44010.000      -11.050      178.512    3.048000
   44040.000      -11.037      178.528    3.048000
   44070.000      -11.023      178.545    3.048000
   44100.000      -11.010      178.561    3.048000
   44130.000      -10.996      178.577    3.048000
   44160.000      -10.983      178.593    3.048000
   44190.000      -10.970      178.609    3.048000
   44220.000      -10.956      178.626    3.048000
   44250.000      -10.943      178.642    3.048000
   44280.000      -10.929      178.658    3.048000
   44310.000      -10.916      178.674    3.048000
   44340.000      -10.902      178.691    3.048000
   44370.000      -10.889      178.707    3.048000
   44400.000      -10.875      178.723    3.048000
   44430.000      -10.862      178.739    3.048000
   44460.000      -10.849      178.755    3.048000
   44490.000      -10.835      178.772    3.048000
   44520.000      -10.822      178.788    3.048000
   44550.000      -10.808      178.804    3.048000
   44580.000      -10.795      178.820    3.048000
   44610.000      -10.781      178.837    3.048000
   44640.000      -10.768      178.853    3.048000
   44670.000      -10.754      178.869    3.048000
   44700.000      -10.741      178.885    3.048000
   44730.000      -10.728      178.901    3.048000
   44760.000      -10.714      178.918    3.048000
   44790.000      -10.701      178.934    3.048000
   44820.000      -10.687      178.950    3.048000
   44850.000      -10.674      178.966    3.048000
   44880.000      -10.660      178.982    3.048000
   44910.000      -10.647      178.999    3.048000
   44940.000      -10.633      179.015    3.048000
   44970.000      -10.620      179.031    3.048000
   45000.000      -10.607      179.047    3.048000
   45030.000      -10.593      179.063    3.048000
   45060.000      -10.580      179.079    3.048000
   45090.000      -10.566      179.096    3.048000
   45120.000      -10.553      179.112    3.048000
   45150.000      -10.539      179.128    3.048000
   45180.000      -10.526      179.144    3.048000
   45210.000      -10.512      179.160    3.048000
   45240.000      -10.499      179.177    3.048000
   45270.000      -10.485      179.193    3.048000
   45300.000      -10.472      179.209    3.048000
   45330.000      -10.458      179.225    3.048000
   45360.000      -10.445      179.241    3.048000
   45390.000      -10.431      179.257    3.048000
   45420.000      -10.418      179.274    3.048000
   45450.000      -10.405      179.290    3.048000
   45480.000      -10.391      179.306    3.048000
   45510.000      -10.378      179.322    3.048000
   45540.000      -10.364      179.338    3.048000
   45570.000      -10.351      179.354    3.048000
   45600.000      -10.337      179.371    3.048000
   45630.000      -10.324      179.387    3.048000
   45660.000      -10.310      179.403    3.048000
   45690.000      -10.297      179.419    3.048000
   45720.000      -10.283      179.435    3.048000
   45750.000      -10.270      179.451    3.048000
   45780.000      -10.256      179.468    3.048000
   45810.000      -10.243      179.484    3.048000
   45840.000      -10.229      179.500    3.048000
   45870.000      -10.216      179.516    3.048000
   45900.000      -10.202      179.532    3.048000
   45930.000      -10.189      179.548    3.048000
   45960.000      -10.175      179.564    3.048000
   45990.000      -10.162      179.581    3.048000
   46020.000      -10.148      179.597    3.048000
   46050.000      -10.135      179.613    3.048000
   46080.000      -10.122      179.629    3.048000
   46110.000      -10.108      179.645    3.048000
   46140.000      -10.095      179.661    3.048000
   46170.000      -10.081      179.677    3.048000
   46200.000      -10.068      179.694    3.048000
   46230.000      -10.054      179.710    3.048000
   46260.000      -10.041      179.726    3.048000
   46290.000      -10.027      179.742    3.048000
   46320.000      -10.014      179.758    3.048000
   46350.000      -10.000      179.774    3.048000
   46380.000       -9.987      179.790    3.048000
   46410.000       -9.973      179.806    3.048000
   46440.000       -9.960      179.823    3.048000
   46470.000       -9.946      179.839    3.048000
   46500.000       -9.933      179.855    3.048000
   46530.000       -9.919      179.871    3.048000
   46560.000       -9.906      179.887    3.048000
   46590.000       -9.892      179.903    3.048000
   46620.000       -9.879      179.919    3.048000
   46650.000       -9.865      179.935    3.048000
   46680.000       -9.852      179.952    3.048000
   46710.000       -9.838      179.968    3.048000
   46740.000       -9.825      179.984    3.048000
   46770.000       -9.811      180.000    3.048000
   46800.000       -9.798     -179.984    3.048000
   46830.000       -9.784     -179.968    3.048000
   46860.000       -9.771     -179.952    3.048000
   46890.000       -9.757     -179.936    3.048000
   46920.000       -9.744     -179.920    3.048000
   46950.000       -9.730     -179.904    3.048000
   46980.000       -9.717     -179.887    3.048000
   47010.000       -9.703     -179.871    3.048000
   47040.000       -9.690     -179.855    3.048000
   47070.000       -9.676     -179.839    3.048000
   47100.000       -9.663     -179.823    3.048000
   47130.000       -9.649     -179.807    3.048000
   47160.000       -9.636     -179.791    3.048000
   47190.000       -9.622     -179.775    3.048000
   47220.000       -9.608     -179.759    3.048000
   47250.000       -9.595     -179.743    3.048000
   47280.000       -9.581     -179.726    3.048000
   47310.000       -9.568     -179.710    3.048000
   47340.000       -9.554     -179.694    3.048000
   47370.000       -9.541     -179.678    3.048000
   47400.000       -9.527     -179.662    3.048000
   47430.000       -9.514     -179.646    3.048000
   47460.000       -9.500     -179.630    3.048000
   47490.000       -9.487     -179.614    3.048000
   47520.000       -9.473     -179.598    3.048000
   47550.000       -9.460     -179.582    3.048000
   47580.000       -9.446     -179.566    3.048000
   47610.000       -9.433     -179.550    3.048000
   47640.000       -9.419     -179.534    3.048000
   47670.000       -9.406     -179.517    3.048000
   47700.000       -9.392     -179.501    3.048000
   47730.000       -9.379     -179.485    3.048000
   47760.000       -9.365     -179.469    3.048000
   47790.000       -9.352     -179.453    3.048000
   47820.000       -9.338     -179.437    3.048000
   47850.000       -9.324     -179.421    3.048000
   47880.000       -9.311     -179.405    3.048000
   47910.000       -9.297     -179.389    3.048000
   47940.000       -9.284     -179.373    3.048000
   47970.000       -9.270     -179.357    3.048000
   48000.000       -9.257     -179.341    3.048000
   48030.000       -9.243     -179.325    3.048000
   48060.000       -9.230     -179.309    3.048000
   48090.000       -9.216     -179.293    3.048000
   48120.000       -9.203     -179.277    3.048000
   48150.000       -9.189     -179.260    3.048000
   48180.000       -9.176     -179.244    3.048000
   48210.000       -9.162     -179.228    3.048000
   48240.000       -9.149     -179.212    3.048000
   48270.000       -9.135     -179.196    3.048000
   48300.000       -9.121     -179.180    3.048000
   48330.000       -9.108     -179.164    3.048000
   48360.000       -9.094     -179.148    3.048000
   48390.000       -9.081     -179.132    3.048000
   48420.000       -9.067     -179.116    3.048000
   48450.000       -9.054     -179.100    3.048000
   48480.000       -9.040     -179.084    3.048000
   48510.000       -9.027     -179.068    3.048000
   48540.000       -9.013     -179.052    3.048000
   48570.000       -9.000     -179.036    3.048000
   48600.000       -8.986     -179.020    3.048000
   48630.000       -8.972     -179.004    3.048000
   48660.000       -8.959     -178.988    3.048000
   48690.000       -8.945     -178.972    3.048000
   48720.000       -8.932     -178.956    3.048000
   48750.000       -8.918     -178.940    3.048000
   48780.000       -8.905     -178.924    3.048000
   48810.000       -8.891     -178.908    3.048000
   48840.000       -8.878     -178.892    3.048000
   48870.000       -8.864     -178.876    3.048000
   48900.000       -8.850     -178.860    3.048000
   48930.000       -8.837     -178.844    3.048000
   48960.000       -8.823     -178.828    3.048000
   48990.000       -8.810     -178.812    3.048000
   49020.000       -8.796     -178.795    3.048000
   49050.000       -8.783     -178.779    3.048000
   49080.000       -8.769     -178.763    3.048000
   49110.000       -8.756     -178.747    3.048000
   49140.000       -8.742     -178.731    3.048000
   49170.000       -8.728     -178.715    3.048000
   49200.000       -8.715     -178.699    3.048000
   49230.000       -8.701     -178.683    3.048000
   49260.000       -8.688     -178.667    3.048000
   49290.000       -8.674     -178.651    3.048000
   49320.000       -8.661     -178.635    3.048000
   49350.000       -8.647     -178.619    3.048000
   49380.000       -8.633     -178.603    3.048000
   49410.000       -8.620     -178.587    3.048000
   49440.000       -8.606     -178.571    3.048000
   49470.000       -8.593     -178.555    3.048000
   49500.000       -8.579     -178.539    3.048000
   49530.000       -8.566     -178.523    3.048000
   49560.000       -8.552     -178.507    3.048000
   49590.000       -8.538     -178.491    3.048000
   49620.000       -8.525     -178.475    3.048000
   49650.000       -8.511     -178.459    3.048000
   49680.000       -8.498     -178.443    3.048000
   49710.000       -8.484     -178.427    3.048000
   49740.000       -8.471     -178.411    3.048000
   49770.000       -8.457     -178.395    3.048000
   49800.000       -8.443     -178.379    3.048000
   49830.000       -8.430     -178.363    3.048000
   49860.000       -8.416     -178.347    3.048000
   49890.000       -8.403     -178.331    3.048000
   49920.000       -8.389     -178.315    3.048000
   49950.000       -8.376     -178.300    3.048000
   49980.000       -8.362     -178.284    3.048000
   50010.000       -8.348     -178.268    3.048000
   50040.000       -8.335     -178.252    3.048000
   50070.000       -8.321     -178.236    3.048000
   50100.000       -8.308     -178.220    3.048000
   50130.000       -8.294     -178.204    3.048000
   50160.000       -8.280     -178.188    3.048000
   50190.000       -8.267     -178.172    3.048000
   50220.000       -8.253     -178.156    3.048000
   50250.000       -8.240     -178.140    3.048000
   50280.000       -8.226     -178.124    3.048000
   50310.000       -8.213     -178.108    3.048000
   50340.000       -8.199     -178.092    3.048000
   50370.000       -8.185     -178.076    3.048000
   50400.000       -8.172     -178.060    3.048000
   50430.000       -8.158     -178.044    3.048000
   50460.000       -8.145     -178.028    3.048000
   50490.000       -8.131     -178.012    3.048000
   50520.000       -8.117     -177.996    3.048000
   50550.000       -8.104     -177.980    3.048000
   50580.000       -8.090     -177.964    3.048000
   50610.000       -8.077     -177.948    3.048000
   50640.000       -8.063     -177.932    3.048000
   50670.000       -8.049     -177.916    3.048000
   50700.000       -8.036     -177.900    3.048000
   50730.000       -8.022     -177.884    3.048000
   50760.000       -8.009     -177.868    3.048000
   50790.000       -7.995     -177.852    3.048000
   50820.000       -7.981     -177.836    3.048000
   50850.000       -7.968     -177.821    3.048000
   50880.000       -7.954     -177.805    3.048000
   50910.000       -7.941     -177.789    3.048000
   50940.000       -7.927     -177.773    3.048000
   50970.000       -7.913     -177.757    3.048000
   51000.000       -7.900     -177.741    3.048000
   51030.000       -7.886     -177.725    3.048000
   51060.000       -7.873     -177.709    3.048000
   51090.000       -7.859     -177.693    3.048000
   51120.000       -7.845     -177.677    3.048000
   51150.000       -7.832     -177.661    3.048000
   51180.000       -7.818     -177.645    3.048000
   51210.000       -7.805     -177.629    3.048000
   51240.000       -7.791     -177.613    3.048000
   51270.000       -7.777     -177.597    3.048000
   51300.000       -7.764     -177.581    3.048000
   51330.000       -7.750     -177.565    3.048000
   51360.000       -7.737     -177.550    3.048000
   51390.000       -7.723     -177.534    3.048000
   51420.000       -7.709     -177.518    3.048000
   51450.000       -7.696     -177.502    3.048000
   51480.000       -7.682     -177.486    3.048000
   51510.000       -7.669     -177.470    3.048000
   51540.000       -7.655     -177.454    3.048000
   51570.000       -7.641     -177.438    3.048000
   51600.000       -7.628     -177.422    3.048000
   51630.000       -7.614     -177.406    3.048000
   51660.000       -7.600     -177.390    3.048000
   51690.000       -7.587     -177.374    3.048000
   51720.000       -7.573     -177.358    3.048000
   51750.000       -7.560     -177.343    3.048000
   51780.000       -7.546     -177.327    3.048000
   51810.000       -7.532     -177.311    3.048000
   51840.000       -7.519     -177.295    3.048000
   51870.000       -7.505     -177.279    3.048000
   51900.000       -7.492     -177.263    3.048000
   51930.000       -7.478     -177.247    3.048000
   51960.000       -7.464     -177.231    3.048000
   51990.000       -7.451     -177.215    3.048000
   52020.000       -7.437     -177.199    3.048000
   52050.000       -7.423     -177.183    3.048000
   52080.000       -7.410     -177.167    3.048000
   52110.000       -7.396     -177.152    3.048000
   52140.000       -7.383     -177.136    3.048000
   52170.000       -7.369     -177.120    3.048000
   52200.000       -7.355     -177.104    3.048000
   52230.000       -7.342     -177.088    3.048000
   52260.000       -7.328     -177.072    3.048000
   52290.000       -7.314     -177.056    3.048000
